Crash_ID,State,Year,Gender,Age_Group,Fatalities
20063014,Qld,2006,Male,26 to 39,1
20063274,Qld,2006,Male,26 to 39,1
20063184,Qld,2006,Male,26 to 39,1
20061137,NSW,2006,Male,26 to 39,1
20061321,NSW,2006,Male,26 to 39,1
20063113,Qld,2006,Male,26 to 39,1
20063092,Qld,2006,Female,40 to 64,1
20062026,Vic,2006,Male,40 to 64,1
20062061,Vic,2006,Male,40 to 64,1
20063219,Qld,2006,Male,40 to 64,1
20064070,SA,2006,Female,40 to 64,2
20066004,Tas,2006,Female,40 to 64,2
20064077,SA,2006,Male,40 to 64,1
20066006,Tas,2006,Male,40 to 64,1
20062308,Vic,2006,Male,40 to 64,1
20065028,WA,2006,Female,40 to 64,1
20061432,NSW,2006,Female,40 to 64,1
20065048,WA,2006,Female,40 to 64,1
20061024,NSW,2006,Female,40 to 64,1
20063106,Qld,2006,Male,40 to 64,1
20062005,Vic,2006,Female,40 to 64,1
20063141,Qld,2006,Female,40 to 64,2
20065045,WA,2006,Male,40 to 64,1
20065067,WA,2006,Male,40 to 64,1
20062198,Vic,2006,Female,40 to 64,1
20062293,Vic,2006,Male,65 to 74,1
20064096,SA,2006,Male,40 to 64,2
20063010,Qld,2006,Male,40 to 64,2
20063110,Qld,2006,Male,17 to 25,2
20066028,Tas,2006,Female,26 to 39,1
20062265,Vic,2006,Male,65 to 74,1
20063032,Qld,2006,Male,17 to 25,1
20062284,Vic,2006,Male,26 to 39,1
20062144,Vic,2006,Male,26 to 39,1
20063297,Qld,2006,Male,40 to 64,1
20063261,Qld,2006,Male,40 to 64,1
20065112,WA,2006,Female,40 to 64,1
20061207,NSW,2006,Female,0 to 16,1
20062116,Vic,2006,Male,75 or older,1
20061263,NSW,2006,Female,75 or older,1
20061278,NSW,2006,Female,75 or older,1
20063254,Qld,2006,Female,0 to 16,1
20065060,WA,2006,Female,40 to 64,1
20061275,NSW,2006,Male,26 to 39,1
20061077,NSW,2006,Male,40 to 64,1
20061386,NSW,2006,Female,17 to 25,1
20062129,Vic,2006,Male,26 to 39,1
20061253,NSW,2006,Female,26 to 39,1
20062067,Vic,2006,Male,17 to 25,1
20061241,NSW,2006,Male,17 to 25,1
20063237,Qld,2006,Male,26 to 39,1
20061265,NSW,2006,Female,26 to 39,1
20063164,Qld,2006,Male,40 to 64,1
20062182,Vic,2006,Female,40 to 64,1
20062188,Vic,2006,Female,65 to 74,1
20067012,NT,2006,Male,17 to 25,1
20065104,WA,2006,Male,17 to 25,1
20062260,Vic,2006,Male,26 to 39,1
20061355,NSW,2006,Male,40 to 64,1
20063141,Qld,2006,Male,65 to 74,2
20061160,NSW,2006,Male,75 or older,1
20063235,Qld,2006,Female,0 to 16,3
20061448,NSW,2006,Male,0 to 16,1
20062279,Vic,2006,Male,17 to 25,1
20061235,NSW,2006,Male,17 to 25,1
20065050,WA,2006,Male,17 to 25,1
20062127,Vic,2006,Male,17 to 25,1
20061279,NSW,2006,Female,17 to 25,1
20063090,Qld,2006,Male,17 to 25,1
20065034,WA,2006,Male,17 to 25,1
20063057,Qld,2006,Male,17 to 25,1
20066012,Tas,2006,Male,17 to 25,1
20062213,Vic,2006,Female,17 to 25,1
20065164,WA,2006,Male,26 to 39,1
20063311,Qld,2006,Male,26 to 39,1
20067009,NT,2006,Male,26 to 39,1
20061183,NSW,2006,Male,26 to 39,1
20063245,Qld,2006,Male,26 to 39,1
20065110,WA,2006,Male,40 to 64,1
20063282,Qld,2006,Male,40 to 64,1
20063033,Qld,2006,Female,17 to 25,1
20063015,Qld,2006,Male,0 to 16,1
20062103,Vic,2006,Male,0 to 16,1
20066013,Tas,2006,Female,17 to 25,1
20065005,WA,2006,Male,17 to 25,1
20063103,Qld,2006,Male,17 to 25,1
20061022,NSW,2006,Male,17 to 25,1
20061180,NSW,2006,Male,26 to 39,1
20066040,Tas,2006,Male,26 to 39,2
20066040,Tas,2006,Female,26 to 39,2
20063144,Qld,2006,Female,26 to 39,1
20062216,Vic,2006,Male,26 to 39,1
20061181,NSW,2006,Male,40 to 64,1
20065114,WA,2006,Male,40 to 64,1
20063231,Qld,2006,Male,40 to 64,1
20061335,NSW,2006,Male,40 to 64,1
20062007,Vic,2006,Male,75 or older,1
20065166,WA,2006,Male,75 or older,1
20061211,NSW,2006,Male,26 to 39,1
20062132,Vic,2006,Male,26 to 39,1
20061347,NSW,2006,Male,26 to 39,1
20062225,Vic,2006,Male,40 to 64,1
20061237,NSW,2006,Male,40 to 64,1
20062087,Vic,2006,Male,40 to 64,1
20061090,NSW,2006,Male,40 to 64,1
20061424,NSW,2006,Male,40 to 64,1
20063162,Qld,2006,Male,40 to 64,1
20062101,Vic,2006,Male,40 to 64,1
20066030,Tas,2006,Male,40 to 64,1
20062110,Vic,2006,Female,40 to 64,1
20063120,Qld,2006,Male,40 to 64,1
20064048,SA,2006,Female,17 to 25,1
20063230,Qld,2006,Male,26 to 39,1
20063218,Qld,2006,Female,17 to 25,1
20061063,NSW,2006,Female,75 or older,1
20065090,WA,2006,Male,75 or older,1
20063195,Qld,2006,Female,75 or older,1
20064031,SA,2006,Male,75 or older,1
20063240,Qld,2006,Male,75 or older,1
20062146,Vic,2006,Female,75 or older,1
20062264,Vic,2006,Female,0 to 16,2
20066008,Tas,2006,Male,26 to 39,1
20063176,Qld,2006,Male,17 to 25,1
20065047,WA,2006,Male,17 to 25,1
20062071,Vic,2006,Male,17 to 25,1
20065076,WA,2006,Male,17 to 25,1
20061069,NSW,2006,Male,17 to 25,1
20061134,NSW,2006,Female,17 to 25,1
20061372,NSW,2006,Male,17 to 25,3
20061372,NSW,2006,Female,17 to 25,3
20061372,NSW,2006,Female,17 to 25,3
20061075,NSW,2006,Male,17 to 25,1
20063213,Qld,2006,Male,17 to 25,1
20061414,NSW,2006,Male,17 to 25,1
20063306,Qld,2006,Male,26 to 39,1
20061007,NSW,2006,Male,26 to 39,1
20062296,Vic,2006,Male,26 to 39,1
20061309,NSW,2006,Male,26 to 39,1
20061336,NSW,2006,Male,26 to 39,1
20063296,Qld,2006,Male,26 to 39,1
20063175,Qld,2006,Male,26 to 39,1
20061011,NSW,2006,Male,40 to 64,1
20061195,NSW,2006,Male,26 to 39,1
20062208,Vic,2006,Male,26 to 39,1
20061430,NSW,2006,Male,40 to 64,1
20061152,NSW,2006,Female,40 to 64,1
20062153,Vic,2006,Male,40 to 64,1
20061293,NSW,2006,Female,40 to 64,1
20066021,Tas,2006,Male,40 to 64,1
20065147,WA,2006,Female,40 to 64,1
20063298,Qld,2006,Male,40 to 64,1
20067004,NT,2006,Male,40 to 64,1
20062181,Vic,2006,Male,40 to 64,1
20064009,SA,2006,Male,65 to 74,1
20064035,SA,2006,Female,40 to 64,2
20062276,Vic,2006,Female,65 to 74,1
20062290,Vic,2006,Male,65 to 74,2
20062290,Vic,2006,Female,65 to 74,2
20065032,WA,2006,Male,65 to 74,1
20062228,Vic,2006,Male,40 to 64,1
20061205,NSW,2006,Female,65 to 74,1
20062292,Vic,2006,Male,65 to 74,1
20063123,Qld,2006,Male,17 to 25,1
20063038,Qld,2006,Female,17 to 25,1
20061435,NSW,2006,Male,26 to 39,1
20065024,WA,2006,Female,75 or older,1
20063269,Qld,2006,Female,75 or older,1
20063007,Qld,2006,Male,26 to 39,1
20063070,Qld,2006,Female,40 to 64,1
20064044,SA,2006,Male,40 to 64,1
20062140,Vic,2006,Male,40 to 64,1
20061231,NSW,2006,Male,65 to 74,1
20064035,SA,2006,Female,17 to 25,2
20065109,WA,2006,Male,26 to 39,1
20066033,Tas,2006,Male,75 or older,1
20061340,NSW,2006,Male,17 to 25,1
20062025,Vic,2006,Male,40 to 64,1
20061106,NSW,2006,Male,0 to 16,2
20062077,Vic,2006,Male,17 to 25,1
20064021,SA,2006,Male,40 to 64,1
20061106,NSW,2006,Male,17 to 25,2
20062221,Vic,2006,Male,65 to 74,1
20064057,SA,2006,Male,26 to 39,1
20063235,Qld,2006,Male,17 to 25,3
20063235,Qld,2006,Male,17 to 25,3
20061288,NSW,2006,Male,26 to 39,1
20061014,NSW,2006,Male,26 to 39,1
20062112,Vic,2006,Male,26 to 39,1
20062002,Vic,2006,Male,26 to 39,1
20061200,NSW,2006,Male,75 or older,1
20062156,Vic,2006,Male,75 or older,1
20062264,Vic,2006,Male,40 to 64,2
20066024,Tas,2006,Male,0 to 16,1
20061191,NSW,2006,Male,0 to 16,4
20061191,NSW,2006,Male,0 to 16,4
20061191,NSW,2006,Male,0 to 16,4
20061442,NSW,2006,Male,17 to 25,1
20062200,Vic,2006,Male,17 to 25,1
20063059,Qld,2006,Male,17 to 25,1
20062150,Vic,2006,Male,17 to 25,1
20065115,WA,2006,Male,17 to 25,1
20063216,Qld,2006,Male,26 to 39,1
20063074,Qld,2006,Male,26 to 39,1
20065093,WA,2006,Male,26 to 39,1
20065127,WA,2006,Male,26 to 39,1
20065019,WA,2006,Male,26 to 39,1
20065077,WA,2006,Male,26 to 39,1
20063147,Qld,2006,Male,40 to 64,1
20061258,NSW,2006,Male,17 to 25,1
20062269,Vic,2006,Male,17 to 25,1
20061388,NSW,2006,Female,17 to 25,1
20063143,Qld,2006,Male,26 to 39,1
20063228,Qld,2006,Male,26 to 39,1
20061445,NSW,2006,Male,26 to 39,1
20062059,Vic,2006,Female,26 to 39,2
20061099,NSW,2006,Male,26 to 39,1
20061308,NSW,2006,Male,17 to 25,1
20063263,Qld,2006,Male,40 to 64,1
20063005,Qld,2006,Male,40 to 64,1
20063304,Qld,2006,Male,40 to 64,1
20061229,NSW,2006,Male,40 to 64,1
20062059,Vic,2006,Female,0 to 16,2
20061017,NSW,2006,Female,75 or older,1
20063180,Qld,2006,Male,17 to 25,1
20063037,Qld,2006,Male,17 to 25,1
20065129,WA,2006,Male,17 to 25,1
20062178,Vic,2006,Male,17 to 25,1
20063087,Qld,2006,Male,17 to 25,1
20065124,WA,2006,Male,17 to 25,1
20061440,NSW,2006,Male,26 to 39,1
20062141,Vic,2006,Male,26 to 39,1
20063224,Qld,2006,Male,26 to 39,1
20064030,SA,2006,Male,26 to 39,1
20063002,Qld,2006,Male,26 to 39,1
20063189,Qld,2006,Male,26 to 39,1
20063163,Qld,2006,Male,26 to 39,1
20061191,NSW,2006,Male,17 to 25,4
20062126,Vic,2006,Male,40 to 64,1
20062128,Vic,2006,Female,40 to 64,1
20064052,SA,2006,Male,40 to 64,1
20061201,NSW,2006,Male,40 to 64,1
20061086,NSW,2006,Male,40 to 64,1
20061366,NSW,2006,Female,40 to 64,1
20065148,WA,2006,Male,40 to 64,1
20062254,Vic,2006,Female,40 to 64,1
20061154,NSW,2006,Male,40 to 64,1
20061081,NSW,2006,Male,40 to 64,1
20061410,NSW,2006,Male,65 to 74,1
20061101,NSW,2006,Male,65 to 74,1
20062091,Vic,2006,Female,65 to 74,1
20061419,NSW,2006,Male,65 to 74,1
20061262,NSW,2006,Female,65 to 74,1
20065031,WA,2006,Male,75 or older,1
20061065,NSW,2006,Male,75 or older,1
20062017,Vic,2006,Male,75 or older,1
20061260,NSW,2006,Female,75 or older,2
20061260,NSW,2006,Male,75 or older,2
20065154,WA,2006,Male,17 to 25,1
20061186,NSW,2006,Female,0 to 16,1
20065001,WA,2006,Female,17 to 25,1
20066018,Tas,2006,Male,17 to 25,1
20061236,NSW,2006,Male,17 to 25,1
20062075,Vic,2006,Male,17 to 25,1
20063027,Qld,2006,Male,26 to 39,1
20063243,Qld,2006,Male,26 to 39,1
20063201,Qld,2006,Male,26 to 39,1
20063132,Qld,2006,Female,26 to 39,1
20062211,Vic,2006,Male,26 to 39,1
20062272,Vic,2006,Male,26 to 39,1
20061357,NSW,2006,Male,26 to 39,1
20061156,NSW,2006,Female,26 to 39,1
20061322,NSW,2006,Male,26 to 39,1
20061217,NSW,2006,Male,40 to 64,1
20063160,Qld,2006,Female,40 to 64,1
20061393,NSW,2006,Female,40 to 64,1
20061025,NSW,2006,Female,40 to 64,1
20061247,NSW,2006,Female,40 to 64,1
20067020,NT,2006,Female,40 to 64,1
20065066,WA,2006,Male,40 to 64,1
20065079,WA,2006,Female,0 to 16,1
20062189,Vic,2006,Male,26 to 39,1
20061015,NSW,2006,Male,40 to 64,1
20063024,Qld,2006,Male,40 to 64,1
20062258,Vic,2006,Male,75 or older,1
20063171,Qld,2006,Male,75 or older,1
20062088,Vic,2006,Female,40 to 64,1
20062018,Vic,2006,Male,65 to 74,1
20063079,Qld,2006,Male,65 to 74,1
20061287,NSW,2006,Male,65 to 74,1
20063019,Qld,2006,Male,75 or older,1
20061052,NSW,2006,Female,75 or older,1
20062084,Vic,2006,Female,17 to 25,1
20063222,Qld,2006,Male,65 to 74,1
20061189,NSW,2006,Male,65 to 74,1
20061110,NSW,2006,Male,26 to 39,1
20066027,Tas,2006,Male,0 to 16,1
20064065,SA,2006,Male,26 to 39,1
20063193,Qld,2006,Male,26 to 39,1
20065044,WA,2006,Male,65 to 74,1
20063036,Qld,2006,Male,40 to 64,1
20061310,NSW,2006,Female,17 to 25,1
20061094,NSW,2006,Male,40 to 64,1
20064008,SA,2006,Female,0 to 16,1
20061406,NSW,2006,Female,75 or older,1
20063264,Qld,2006,Male,0 to 16,1
20065122,WA,2006,Male,75 or older,1
20065095,WA,2006,Female,17 to 25,1
20063190,Qld,2006,Male,0 to 16,1
20065030,WA,2006,Male,17 to 25,1
20061251,NSW,2006,Male,17 to 25,1
20061115,NSW,2006,Male,17 to 25,2
20061115,NSW,2006,Male,17 to 25,2
20063043,Qld,2006,Male,17 to 25,2
20063043,Qld,2006,Female,17 to 25,2
20062148,Vic,2006,Male,17 to 25,1
20065137,WA,2006,Male,17 to 25,1
20062257,Vic,2006,Male,17 to 25,1
20063137,Qld,2006,Male,17 to 25,2
20063309,Qld,2006,Male,17 to 25,1
20062036,Vic,2006,Male,17 to 25,1
20063215,Qld,2006,Male,17 to 25,1
20062199,Vic,2006,Male,17 to 25,1
20061418,NSW,2006,Female,0 to 16,1
20061182,NSW,2006,Male,17 to 25,1
20065027,WA,2006,Male,26 to 39,1
20063268,Qld,2006,Male,26 to 39,1
20062118,Vic,2006,Male,26 to 39,1
20063023,Qld,2006,Male,26 to 39,1
20066002,Tas,2006,Male,26 to 39,1
20063301,Qld,2006,Male,40 to 64,1
20062157,Vic,2006,Male,40 to 64,1
20062085,Vic,2006,Female,40 to 64,1
20062267,Vic,2006,Female,40 to 64,1
20063071,Qld,2006,Male,26 to 39,1
20061417,NSW,2006,Male,0 to 16,1
20062021,Vic,2006,Female,17 to 25,1
20063107,Qld,2006,Male,17 to 25,1
20065108,WA,2006,Female,17 to 25,1
20062044,Vic,2006,Female,17 to 25,2
20063154,Qld,2006,Male,26 to 39,2
20061390,NSW,2006,Male,26 to 39,1
20062249,Vic,2006,Female,26 to 39,1
20063277,Qld,2006,Male,40 to 64,1
20063265,Qld,2006,Male,40 to 64,1
20061053,NSW,2006,Male,26 to 39,1
20061405,NSW,2006,Male,0 to 16,2
20061405,NSW,2006,Male,0 to 16,2
20062024,Vic,2006,Male,0 to 16,1
20063174,Qld,2006,Male,17 to 25,1
20061123,NSW,2006,Female,17 to 25,1
20065074,WA,2006,Male,17 to 25,1
20061242,NSW,2006,Female,17 to 25,1
20064041,SA,2006,Male,17 to 25,2
20064041,SA,2006,Male,17 to 25,2
20065063,WA,2006,Male,17 to 25,1
20063134,Qld,2006,Female,17 to 25,1
20061248,NSW,2006,Male,17 to 25,1
20062117,Vic,2006,Female,26 to 39,1
20061143,NSW,2006,Male,26 to 39,1
20066010,Tas,2006,Male,26 to 39,1
20062011,Vic,2006,Male,26 to 39,1
20061142,NSW,2006,Male,26 to 39,1
20062246,Vic,2006,Male,26 to 39,1
20063308,Qld,2006,Male,26 to 39,1
20062176,Vic,2006,Female,40 to 64,1
20061168,NSW,2006,Male,40 to 64,1
20061427,NSW,2006,Male,40 to 64,1
20062032,Vic,2006,Male,40 to 64,1
20062035,Vic,2006,Male,40 to 64,1
20065113,WA,2006,Male,40 to 64,1
20062226,Vic,2006,Male,40 to 64,1
20061128,NSW,2006,Male,40 to 64,1
20064060,SA,2006,Female,26 to 39,1
20065149,WA,2006,Male,40 to 64,2
20065149,WA,2006,Female,40 to 64,2
20063078,Qld,2006,Male,75 or older,1
20062098,Vic,2006,Female,75 or older,1
20063104,Qld,2006,Male,75 or older,1
20064076,SA,2006,Male,75 or older,1
20066019,Tas,2006,Male,0 to 16,3
20062058,Vic,2006,Male,17 to 25,1
20062016,Vic,2006,Male,17 to 25,1
20063124,Qld,2006,Male,17 to 25,1
20061441,NSW,2006,Female,17 to 25,1
20061071,NSW,2006,Female,17 to 25,1
20062167,Vic,2006,Male,26 to 39,7
20064054,SA,2006,Male,26 to 39,1
20063234,Qld,2006,Male,26 to 39,1
20062028,Vic,2006,Male,26 to 39,1
20065082,WA,2006,Male,26 to 39,1
20066019,Tas,2006,Female,26 to 39,3
20064028,SA,2006,Male,26 to 39,1
20062094,Vic,2006,Female,40 to 64,1
20062167,Vic,2006,Female,40 to 64,7
20062167,Vic,2006,Male,40 to 64,7
20062282,Vic,2006,Male,40 to 64,1
20065084,WA,2006,Female,40 to 64,1
20061045,NSW,2006,Male,40 to 64,1
20063072,Qld,2006,Female,40 to 64,1
20064013,SA,2006,Male,40 to 64,1
20065142,WA,2006,Male,40 to 64,1
20065072,WA,2006,Male,40 to 64,1
20061307,NSW,2006,Female,40 to 64,1
20063128,Qld,2006,Female,40 to 64,2
20063127,Qld,2006,Male,40 to 64,1
20062224,Vic,2006,Male,40 to 64,1
20063137,Qld,2006,Male,40 to 64,2
20062115,Vic,2006,Female,65 to 74,1
20061215,NSW,2006,Male,65 to 74,1
20062167,Vic,2006,Female,17 to 25,7
20062167,Vic,2006,Male,17 to 25,7
20062167,Vic,2006,Male,26 to 39,7
20061157,NSW,2006,Male,0 to 16,1
20063128,Qld,2006,Male,0 to 16,2
20066019,Tas,2006,Male,17 to 25,3
20062302,Vic,2006,Male,17 to 25,1
20062286,Vic,2006,Male,26 to 39,1
20062294,Vic,2006,Male,40 to 64,1
20061203,NSW,2006,Male,17 to 25,1
20063105,Qld,2006,Male,26 to 39,1
20063011,Qld,2006,Male,26 to 39,1
20061087,NSW,2006,Male,40 to 64,1
20062046,Vic,2006,Male,75 or older,1
20062047,Vic,2006,Female,75 or older,1
20063118,Qld,2006,Male,26 to 39,1
20062136,Vic,2006,Male,75 or older,1
20061301,NSW,2006,Female,65 to 74,1
20061379,NSW,2006,Male,65 to 74,1
20067005,NT,2006,Male,17 to 25,1
20061292,NSW,2006,Male,75 or older,1
20063018,Qld,2006,Male,17 to 25,1
20061346,NSW,2006,Male,40 to 64,1
20063200,Qld,2006,Male,17 to 25,1
20062044,Vic,2006,Female,17 to 25,2
20062179,Vic,2006,Female,40 to 64,1
20061047,NSW,2006,Female,65 to 74,1
20065054,WA,2006,Male,65 to 74,1
20064059,SA,2006,Male,17 to 25,1
20062277,Vic,2006,Male,26 to 39,1
20063154,Qld,2006,Male,40 to 64,2
20061422,NSW,2006,Male,26 to 39,1
20061227,NSW,2006,Male,75 or older,1
20062167,Vic,2006,Female,0 to 16,7
20065159,WA,2006,Male,0 to 16,1
20067035,NT,2006,Female,0 to 16,2
20065133,WA,2006,Male,17 to 25,1
20067002,NT,2006,Male,17 to 25,2
20067002,NT,2006,Male,17 to 25,2
20061407,NSW,2006,Male,17 to 25,1
20065056,WA,2006,Male,17 to 25,1
20065096,WA,2006,Female,0 to 16,1
20065092,WA,2006,Male,17 to 25,1
20065141,WA,2006,Male,26 to 39,1
20063188,Qld,2006,Male,26 to 39,1
20062309,Vic,2006,Female,26 to 39,1
20063052,Qld,2006,Male,26 to 39,1
20063302,Qld,2006,Male,26 to 39,1
20062203,Vic,2006,Male,26 to 39,1
20067021,NT,2006,Female,26 to 39,1
20063310,Qld,2006,Male,26 to 39,1
20064088,SA,2006,Male,40 to 64,1
20064049,SA,2006,Male,40 to 64,1
20061116,NSW,2006,Male,40 to 64,1
20062307,Vic,2006,Female,40 to 64,2
20063251,Qld,2006,Female,40 to 64,1
20061313,NSW,2006,Male,40 to 64,1
20061111,NSW,2006,Male,40 to 64,1
20062045,Vic,2006,Male,0 to 16,1
20061093,NSW,2006,Male,0 to 16,1
20061358,NSW,2006,Male,17 to 25,1
20061073,NSW,2006,Male,17 to 25,2
20061073,NSW,2006,Male,17 to 25,2
20062027,Vic,2006,Female,17 to 25,1
20065089,WA,2006,Male,17 to 25,1
20063066,Qld,2006,Male,17 to 25,1
20063262,Qld,2006,Male,26 to 39,1
20063214,Qld,2006,Male,26 to 39,1
20062185,Vic,2006,Male,26 to 39,1
20064045,SA,2006,Male,26 to 39,1
20065023,WA,2006,Male,26 to 39,1
20062090,Vic,2006,Female,26 to 39,1
20061377,NSW,2006,Male,26 to 39,1
20061003,NSW,2006,Female,26 to 39,1
20063081,Qld,2006,Male,26 to 39,1
20062171,Vic,2006,Male,40 to 64,1
20064087,SA,2006,Male,40 to 64,1
20062193,Vic,2006,Female,40 to 64,1
20062060,Vic,2006,Female,0 to 16,1
20063042,Qld,2006,Male,17 to 25,2
20063042,Qld,2006,Male,17 to 25,2
20063293,Qld,2006,Male,17 to 25,1
20061291,NSW,2006,Male,26 to 39,1
20065073,WA,2006,Male,26 to 39,1
20064091,SA,2006,Male,26 to 39,1
20061033,NSW,2006,Male,26 to 39,1
20067013,NT,2006,Male,26 to 39,1
20061138,NSW,2006,Male,40 to 64,1
20062244,Vic,2006,Male,40 to 64,1
20064036,SA,2006,Female,40 to 64,1
20061385,NSW,2006,Male,40 to 64,1
20062147,Vic,2006,Male,65 to 74,1
20061283,NSW,2006,Male,65 to 74,1
20067006,NT,2006,Male,26 to 39,1
20063148,Qld,2006,Male,75 or older,1
20063082,Qld,2006,Female,0 to 16,1
20061107,NSW,2006,Female,0 to 16,2
20065057,WA,2006,Male,17 to 25,1
20062048,Vic,2006,Male,26 to 39,1
20061179,NSW,2006,Male,17 to 25,1
20061107,NSW,2006,Female,17 to 25,2
20065003,WA,2006,Male,17 to 25,1
20067035,NT,2006,Male,26 to 39,2
20061373,NSW,2006,Female,17 to 25,1
20067033,NT,2006,Male,26 to 39,1
20061341,NSW,2006,Male,26 to 39,1
20064003,SA,2006,Male,26 to 39,1
20061282,NSW,2006,Male,26 to 39,1
20063068,Qld,2006,Male,26 to 39,1
20061012,NSW,2006,Male,26 to 39,1
20061368,NSW,2006,Male,40 to 64,1
20062056,Vic,2006,Male,40 to 64,1
20065052,WA,2006,Male,40 to 64,1
20063098,Qld,2006,Male,40 to 64,1
20063117,Qld,2006,Male,40 to 64,1
20063233,Qld,2006,Male,40 to 64,1
20063279,Qld,2006,Male,40 to 64,1
20065153,WA,2006,Male,40 to 64,1
20063099,Qld,2006,Female,40 to 64,1
20063084,Qld,2006,Female,40 to 64,1
20067030,NT,2006,Male,40 to 64,1
20061239,NSW,2006,Male,40 to 64,1
20066005,Tas,2006,Male,40 to 64,1
20063294,Qld,2006,Female,40 to 64,1
20061199,NSW,2006,Male,65 to 74,1
20063291,Qld,2006,Female,65 to 74,1
20061328,NSW,2006,Male,65 to 74,2
20062070,Vic,2006,-9,0 to 16,1
20063211,Qld,2006,Male,75 or older,1
20062049,Vic,2006,Male,0 to 16,1
20062172,Vic,2006,Male,40 to 64,1
20061416,NSW,2006,Male,40 to 64,1
20065080,WA,2006,Male,17 to 25,1
20063151,Qld,2006,Male,26 to 39,1
20062186,Vic,2006,Male,40 to 64,1
20063028,Qld,2006,Male,40 to 64,1
20065170,WA,2006,Female,26 to 39,1
20065002,WA,2006,Female,40 to 64,1
20061184,NSW,2006,Male,65 to 74,1
20062168,Vic,2006,Male,0 to 16,1
20062307,Vic,2006,Male,65 to 74,2
20061381,NSW,2006,Male,40 to 64,1
20062280,Vic,2006,Female,65 to 74,1
20065107,WA,2006,Female,65 to 74,1
20063273,Qld,2006,Male,65 to 74,1
20061429,NSW,2006,Male,17 to 25,1
20062030,Vic,2006,Male,75 or older,1
20065097,WA,2006,Male,75 or older,1
20063170,Qld,2006,Female,17 to 25,1
20065070,WA,2006,Female,17 to 25,1
20067016,NT,2006,Female,26 to 39,1
20061286,NSW,2006,Male,26 to 39,1
20064068,SA,2006,Female,65 to 74,1
20061361,NSW,2006,Male,65 to 74,1
20061431,NSW,2006,Male,65 to 74,1
20066007,Tas,2006,Male,40 to 64,1
20065176,WA,2006,Male,40 to 64,1
20066023,Tas,2006,Female,75 or older,1
20061328,NSW,2006,Male,65 to 74,2
20064020,SA,2006,Male,17 to 25,1
20065155,WA,2006,Male,17 to 25,1
20066022,Tas,2006,Male,17 to 25,1
20061049,NSW,2006,Male,17 to 25,1
20065021,WA,2006,Male,17 to 25,1
20061255,NSW,2006,Male,17 to 25,1
20062064,Vic,2006,Male,17 to 25,1
20062089,Vic,2006,Male,26 to 39,1
20062214,Vic,2006,Male,40 to 64,1
20062253,Vic,2006,Male,26 to 39,2
20063169,Qld,2006,Male,26 to 39,1
20061098,NSW,2006,Male,26 to 39,1
20062303,Vic,2006,Male,26 to 39,1
20062165,Vic,2006,Female,26 to 39,1
20062013,Vic,2006,Male,40 to 64,1
20063001,Qld,2006,Male,40 to 64,1
20064101,SA,2006,Male,40 to 64,1
20061259,NSW,2006,Female,0 to 16,1
20062097,Vic,2006,Female,17 to 25,1
20061370,NSW,2006,Female,17 to 25,1
20061135,NSW,2006,Female,17 to 25,1
20064082,SA,2006,Male,17 to 25,2
20064082,SA,2006,Male,17 to 25,2
20062174,Vic,2006,Male,26 to 39,1
20063064,Qld,2006,Male,26 to 39,2
20061212,NSW,2006,Male,40 to 64,1
20061165,NSW,2006,Male,40 to 64,1
20062230,Vic,2006,Male,17 to 25,1
20061158,NSW,2006,Male,17 to 25,1
20063257,Qld,2006,Female,0 to 16,2
20061243,NSW,2006,Female,17 to 25,1
20062057,Vic,2006,Male,17 to 25,1
20061420,NSW,2006,Male,17 to 25,1
20061315,NSW,2006,Male,17 to 25,1
20061392,NSW,2006,Male,17 to 25,2
20061392,NSW,2006,Female,17 to 25,2
20063257,Qld,2006,Female,26 to 39,2
20063204,Qld,2006,Female,26 to 39,1
20063049,Qld,2006,Male,26 to 39,1
20062138,Vic,2006,Male,26 to 39,1
20065029,WA,2006,Male,17 to 25,2
20065029,WA,2006,Male,17 to 25,2
20063083,Qld,2006,Male,40 to 64,1
20061409,NSW,2006,Male,40 to 64,1
20064104,SA,2006,Male,40 to 64,1
20062063,Vic,2006,Male,40 to 64,1
20063139,Qld,2006,Male,40 to 64,1
20065162,WA,2006,Male,65 to 74,1
20062217,Vic,2006,Male,40 to 64,1
20063220,Qld,2006,Female,75 or older,1
20063076,Qld,2006,Male,75 or older,1
20062241,Vic,2006,Male,75 or older,1
20062261,Vic,2006,Female,75 or older,1
20061219,NSW,2006,Male,75 or older,1
20063034,Qld,2006,Female,75 or older,1
20061013,NSW,2006,Male,17 to 25,1
20062142,Vic,2006,-9,0 to 16,2
20062122,Vic,2006,Male,0 to 16,1
20063112,Qld,2006,Female,0 to 16,1
20061078,NSW,2006,Male,0 to 16,1
20061384,NSW,2006,Female,0 to 16,1
20063166,Qld,2006,Female,17 to 25,1
20065168,WA,2006,Male,17 to 25,2
20065168,WA,2006,Male,17 to 25,2
20061055,NSW,2006,Male,17 to 25,2
20061362,NSW,2006,Male,26 to 39,1
20062142,Vic,2006,Male,26 to 39,2
20063278,Qld,2006,Male,26 to 39,1
20061296,NSW,2006,Male,26 to 39,1
20063255,Qld,2006,Male,26 to 39,1
20061337,NSW,2006,Male,26 to 39,1
20062262,Vic,2006,Male,26 to 39,1
20064050,SA,2006,Male,26 to 39,1
20063021,Qld,2006,Male,26 to 39,1
20061399,NSW,2006,Male,40 to 64,1
