Crash_ID,State,Year,Gender,Age_Group,Fatalities
20215034,WA,2021,Male,17 to 25,1
20213072,Qld,2021,Male,17 to 25,1
20211066,NSW,2021,Male,17 to 25,1
20215081,WA,2021,Male,26 to 39,1
20211093,NSW,2021,Male,26 to 39,1
20213005,Qld,2021,Male,26 to 39,1
20212050,Vic,2021,Male,26 to 39,2
20211137,NSW,2021,Male,26 to 39,1
20215041,WA,2021,Male,40 to 64,1
20211048,NSW,2021,Male,40 to 64,1
20211134,NSW,2021,Male,17 to 25,1
20212108,Vic,2021,Male,26 to 39,1
20211105,NSW,2021,Male,40 to 64,1
20216016,Tas,2021,Male,40 to 64,1
20213062,Qld,2021,Male,26 to 39,1
20215032,WA,2021,Female,17 to 25,2
20215032,WA,2021,Male,17 to 25,2
20216003,Tas,2021,Male,40 to 64,1
20213123,Qld,2021,Female,40 to 64,1
20213082,Qld,2021,Female,40 to 64,1
20211021,NSW,2021,Male,65 to 74,1
20212050,Vic,2021,Female,40 to 64,2
20213135,Qld,2021,Male,65 to 74,1
20212138,Vic,2021,Female,0 to 16,3
20213098,Qld,2021,Male,17 to 25,1
20211175,NSW,2021,Male,17 to 25,1
20211028,NSW,2021,Male,17 to 25,1
20217020,NT,2021,Female,26 to 39,1
20215038,WA,2021,Male,65 to 74,1
20215091,WA,2021,Female,65 to 74,1
20215001,WA,2021,Female,75 or older,1
20213161,Qld,2021,Male,26 to 39,1
20214007,SA,2021,Male,17 to 25,1
20212138,Vic,2021,Female,26 to 39,3
20215083,WA,2021,Female,26 to 39,1
20211005,NSW,2021,Male,40 to 64,1
20215097,WA,2021,Male,40 to 64,1
20216001,Tas,2021,Male,40 to 64,2
20213023,Qld,2021,Male,40 to 64,1
20213057,Qld,2021,Male,65 to 74,1
20214050,SA,2021,Male,65 to 74,1
20211113,NSW,2021,Male,65 to 74,2
20212141,Vic,2021,Male,40 to 64,1
20213054,Qld,2021,Male,75 or older,1
20212064,Vic,2021,Male,40 to 64,1
20211008,NSW,2021,Male,40 to 64,1
20213164,Qld,2021,Male,17 to 25,1
20211032,NSW,2021,Female,75 or older,1
20216001,Tas,2021,Female,75 or older,2
20211075,NSW,2021,Female,40 to 64,2
20211075,NSW,2021,Male,40 to 64,2
20214004,SA,2021,Female,75 or older,2
20214004,SA,2021,Male,75 or older,2
20213046,Qld,2021,Male,40 to 64,1
20211113,NSW,2021,Male,75 or older,2
20211007,NSW,2021,Male,75 or older,1
20217005,NT,2021,Male,40 to 64,1
20213033,Qld,2021,Male,40 to 64,1
20213106,Qld,2021,Male,65 to 74,1
20217008,NT,2021,Male,0 to 16,1
20212056,Vic,2021,Male,0 to 16,1
20212038,Vic,2021,Female,40 to 64,1
20212061,Vic,2021,Male,75 or older,1
20216013,Tas,2021,Female,75 or older,1
20213084,Qld,2021,Female,17 to 25,1
20213166,Qld,2021,Male,17 to 25,2
20211023,NSW,2021,Male,17 to 25,1
20211071,NSW,2021,Male,26 to 39,1
20215086,WA,2021,Male,26 to 39,1
20212081,Vic,2021,Male,26 to 39,1
20213103,Qld,2021,Female,26 to 39,1
20216010,Tas,2021,Male,17 to 25,1
20217018,NT,2021,Female,26 to 39,1
20216018,Tas,2021,Male,26 to 39,1
20213150,Qld,2021,Male,26 to 39,1
20212099,Vic,2021,Male,26 to 39,1
20215089,WA,2021,Male,40 to 64,1
20212013,Vic,2021,Male,40 to 64,1
20211015,NSW,2021,Male,75 or older,1
20212070,Vic,2021,Female,40 to 64,1
20213041,Qld,2021,Female,26 to 39,1
20215063,WA,2021,Male,17 to 25,1
20214020,SA,2021,Male,26 to 39,1
20211085,NSW,2021,Male,26 to 39,1
20211130,NSW,2021,Male,40 to 64,1
20213167,Qld,2021,Female,40 to 64,1
20214057,SA,2021,Female,40 to 64,1
20213038,Qld,2021,Male,40 to 64,3
20213038,Qld,2021,Male,40 to 64,3
20213038,Qld,2021,Male,40 to 64,3
20214036,SA,2021,Male,17 to 25,1
20216007,Tas,2021,Male,40 to 64,2
20216007,Tas,2021,Female,40 to 64,2
20212040,Vic,2021,Male,17 to 25,2
20212040,Vic,2021,Male,17 to 25,2
20213166,Qld,2021,Male,17 to 25,2
20211003,NSW,2021,Male,0 to 16,1
20213015,Qld,2021,Male,40 to 64,1
20215012,WA,2021,Male,40 to 64,1
20212057,Vic,2021,Male,65 to 74,1
20215040,WA,2021,Male,65 to 74,1
20215049,WA,2021,Male,26 to 39,1
20215099,WA,2021,Female,75 or older,1
20213151,Qld,2021,Female,0 to 16,2
20213004,Qld,2021,Male,0 to 16,3
20213004,Qld,2021,Female,0 to 16,3
20213156,Qld,2021,Female,17 to 25,1
20216023,Tas,2021,Female,17 to 25,2
20213113,Qld,2021,Male,17 to 25,1
20211152,NSW,2021,Male,17 to 25,1
20213009,Qld,2021,Male,17 to 25,1
20213149,Qld,2021,Female,26 to 39,2
20213151,Qld,2021,Female,26 to 39,2
20213104,Qld,2021,Male,17 to 25,1
20213132,Qld,2021,Female,26 to 39,1
20211002,NSW,2021,Male,26 to 39,1
20213004,Qld,2021,Female,26 to 39,3
20215084,WA,2021,Male,26 to 39,1
20216023,Tas,2021,Male,26 to 39,2
20213149,Qld,2021,Male,40 to 64,2
20213059,Qld,2021,Male,40 to 64,1
20213080,Qld,2021,Male,40 to 64,1
20212109,Vic,2021,Male,40 to 64,1
20213109,Qld,2021,Female,40 to 64,1
20215052,WA,2021,Male,26 to 39,1
20211148,NSW,2021,Male,40 to 64,1
20214025,SA,2021,Male,40 to 64,2
20214025,SA,2021,Female,40 to 64,2
20215024,WA,2021,Male,26 to 39,1
20213090,Qld,2021,Male,40 to 64,1
20212110,Vic,2021,Male,40 to 64,1
20211057,NSW,2021,Female,40 to 64,1
20212048,Vic,2021,Male,40 to 64,1
20215053,WA,2021,Male,75 or older,1
20213064,Qld,2021,Male,40 to 64,1
20211067,NSW,2021,Male,40 to 64,1
20212085,Vic,2021,Male,40 to 64,1
20211171,NSW,2021,Male,40 to 64,1
20211156,NSW,2021,Male,40 to 64,1
20214026,SA,2021,Male,65 to 74,1
20212059,Vic,2021,Male,17 to 25,1
20213003,Qld,2021,Female,17 to 25,1
20217021,NT,2021,Male,26 to 39,1
20213159,Qld,2021,Male,26 to 39,1
20211012,NSW,2021,Male,26 to 39,1
20215006,WA,2021,Male,40 to 64,1
20214003,SA,2021,Male,65 to 74,1
20211053,NSW,2021,Male,40 to 64,1
20213078,Qld,2021,Female,75 or older,1
20211160,NSW,2021,Female,75 or older,1
20212009,Vic,2021,Male,40 to 64,1
20216008,Tas,2021,Male,40 to 64,1
20212100,Vic,2021,Female,75 or older,1
20217023,NT,2021,Male,40 to 64,1
20214010,SA,2021,Male,0 to 16,1
20213110,Qld,2021,Male,17 to 25,1
20211050,NSW,2021,Male,40 to 64,1
20211006,NSW,2021,Male,40 to 64,1
20212127,Vic,2021,Female,65 to 74,1
20211127,NSW,2021,Male,40 to 64,1
20214014,SA,2021,Female,40 to 64,1
20217019,NT,2021,Male,26 to 39,1
20211100,NSW,2021,Male,75 or older,1
20217002,NT,2021,Female,40 to 64,1
20211168,NSW,2021,Female,75 or older,1
20211037,NSW,2021,Male,40 to 64,1
20218001,ACT,2021,Male,75 or older,1
20214061,SA,2021,Male,65 to 74,1
20214028,SA,2021,Male,17 to 25,1
20211038,NSW,2021,Male,26 to 39,1
20213037,Qld,2021,Male,17 to 25,1
20211159,NSW,2021,Male,17 to 25,1
20215045,WA,2021,Male,26 to 39,1
20211084,NSW,2021,Male,26 to 39,1
20213021,Qld,2021,Male,17 to 25,2
20213075,Qld,2021,Male,26 to 39,1
20213021,Qld,2021,Female,26 to 39,2
20213112,Qld,2021,Male,26 to 39,1
20212131,Vic,2021,Male,26 to 39,1
20217010,NT,2021,Female,40 to 64,3
20217010,NT,2021,Male,40 to 64,3
20213136,Qld,2021,Male,40 to 64,1
20213089,Qld,2021,Male,40 to 64,1
20211094,NSW,2021,Male,40 to 64,1
20211101,NSW,2021,Male,17 to 25,1
20217022,NT,2021,Female,26 to 39,1
20213148,Qld,2021,Male,26 to 39,1
20212125,Vic,2021,Male,40 to 64,1
20211018,NSW,2021,Female,40 to 64,1
20211058,NSW,2021,Male,40 to 64,1
20214041,SA,2021,Male,40 to 64,1
20211060,NSW,2021,Female,17 to 25,1
20211064,NSW,2021,Male,40 to 64,1
20213019,Qld,2021,Female,40 to 64,1
20211088,NSW,2021,Male,65 to 74,1
20212012,Vic,2021,Female,65 to 74,1
20214052,SA,2021,Male,40 to 64,1
20213006,Qld,2021,Male,75 or older,1
20215073,WA,2021,Male,26 to 39,1
20213039,Qld,2021,Male,0 to 16,1
20211029,NSW,2021,Female,17 to 25,1
20212063,Vic,2021,Male,17 to 25,1
20211143,NSW,2021,Male,65 to 74,1
20212027,Vic,2021,Female,17 to 25,1
20215014,WA,2021,Male,17 to 25,1
20213114,Qld,2021,Male,26 to 39,1
20214039,SA,2021,Male,26 to 39,1
20213008,Qld,2021,Male,26 to 39,1
20215023,WA,2021,Male,26 to 39,1
20213048,Qld,2021,Female,26 to 39,1
20213074,Qld,2021,Female,26 to 39,1
20215072,WA,2021,Male,40 to 64,1
20213014,Qld,2021,Female,40 to 64,1
20213092,Qld,2021,Female,40 to 64,1
20213069,Qld,2021,Female,40 to 64,1
20213032,Qld,2021,Male,75 or older,1
20211019,NSW,2021,Male,40 to 64,1
20212123,Vic,2021,Female,40 to 64,1
20213118,Qld,2021,Male,40 to 64,1
20215035,WA,2021,Female,0 to 16,1
20215101,WA,2021,Male,40 to 64,2
20211163,NSW,2021,Male,40 to 64,1
20212126,Vic,2021,Female,40 to 64,1
20213091,Qld,2021,Male,17 to 25,1
20214018,SA,2021,Male,40 to 64,1
20212090,Vic,2021,Male,65 to 74,1
20213152,Qld,2021,Male,17 to 25,1
20213160,Qld,2021,Male,17 to 25,1
20212044,Vic,2021,Male,65 to 74,1
20216015,Tas,2021,Male,65 to 74,1
20211040,NSW,2021,Female,65 to 74,2
20212134,Vic,2021,Male,65 to 74,1
20215092,WA,2021,Male,26 to 39,1
20211154,NSW,2021,Male,26 to 39,1
20211001,NSW,2021,Male,26 to 39,1
20212117,Vic,2021,Male,65 to 74,1
20212102,Vic,2021,Male,17 to 25,1
20214017,SA,2021,Female,40 to 64,1
20213073,Qld,2021,Male,40 to 64,1
20217007,NT,2021,Male,26 to 39,1
20217010,NT,2021,Male,40 to 64,3
20211040,NSW,2021,Female,75 or older,2
20217017,NT,2021,Male,0 to 16,1
20211176,NSW,2021,Female,75 or older,1
20215042,WA,2021,Female,17 to 25,1
20211109,NSW,2021,Male,26 to 39,1
20212086,Vic,2021,Male,40 to 64,1
20214038,SA,2021,Male,17 to 25,1
20213134,Qld,2021,Male,40 to 64,1
20215101,WA,2021,Male,75 or older,2
20211155,NSW,2021,Female,75 or older,1
20215060,WA,2021,Male,75 or older,1
20215057,WA,2021,Male,40 to 64,1
20211117,NSW,2021,Female,17 to 25,1
20213060,Qld,2021,Male,40 to 64,1
20211090,NSW,2021,Female,75 or older,1
20212124,Vic,2021,Female,40 to 64,1
20212075,Vic,2021,Female,75 or older,1
20211166,NSW,2021,Male,65 to 74,1
20211010,NSW,2021,Male,65 to 74,1
20212115,Vic,2021,Female,75 or older,1
20211086,NSW,2021,Male,75 or older,1
20218005,ACT,2021,Male,75 or older,1
20212071,Vic,2021,Female,75 or older,1
20212121,Vic,2021,Female,75 or older,1
20211092,NSW,2021,Male,75 or older,1
20211004,NSW,2021,Male,65 to 74,1
20211128,NSW,2021,Male,17 to 25,1
20212106,Vic,2021,Female,17 to 25,1
20214056,SA,2021,Male,17 to 25,1
20217015,NT,2021,Male,26 to 39,1
20215009,WA,2021,Female,26 to 39,1
20213001,Qld,2021,Male,26 to 39,1
20211145,NSW,2021,Male,26 to 39,2
20216014,Tas,2021,Male,26 to 39,1
20213121,Qld,2021,Male,65 to 74,1
20212076,Vic,2021,Male,17 to 25,1
20217009,NT,2021,Female,26 to 39,1
20215102,WA,2021,Female,26 to 39,1
20211145,NSW,2021,Female,40 to 64,2
20213066,Qld,2021,Male,26 to 39,1
20215079,WA,2021,Male,40 to 64,1
20211035,NSW,2021,Male,26 to 39,1
20215066,WA,2021,Female,0 to 16,1
20212042,Vic,2021,Male,26 to 39,1
20215018,WA,2021,Male,17 to 25,1
20211069,NSW,2021,Male,40 to 64,1
20212087,Vic,2021,Male,40 to 64,1
20217011,NT,2021,Female,40 to 64,1
20215080,WA,2021,Male,0 to 16,1
20211172,NSW,2021,Female,40 to 64,1
20211161,NSW,2021,Male,40 to 64,1
20215050,WA,2021,Male,40 to 64,1
20211046,NSW,2021,Male,40 to 64,1
20215056,WA,2021,Male,65 to 74,1
20214045,SA,2021,Male,65 to 74,1
20211081,NSW,2021,Male,40 to 64,1
20211047,NSW,2021,Female,65 to 74,1
20213100,Qld,2021,Male,17 to 25,1
20211132,NSW,2021,Male,0 to 16,1
20214060,SA,2021,Male,75 or older,1
20215019,WA,2021,Male,17 to 25,1
20216020,Tas,2021,Male,17 to 25,1
20213119,Qld,2021,Female,40 to 64,1
20213139,Qld,2021,Male,75 or older,1
20215022,WA,2021,Male,17 to 25,1
20213126,Qld,2021,Male,0 to 16,1
20212113,Vic,2021,Male,26 to 39,1
20213065,Qld,2021,Female,26 to 39,1
20211125,NSW,2021,Male,26 to 39,1
20213155,Qld,2021,Male,26 to 39,1
20211025,NSW,2021,Male,26 to 39,1
20213146,Qld,2021,Female,75 or older,1
20214033,SA,2021,Male,40 to 64,1
20214037,SA,2021,Male,40 to 64,1
20211079,NSW,2021,Male,40 to 64,1
20212098,Vic,2021,Male,40 to 64,1
20213085,Qld,2021,Male,17 to 25,1
20211070,NSW,2021,Male,40 to 64,1
20213061,Qld,2021,Male,40 to 64,1
20215055,WA,2021,Male,40 to 64,1
20215047,WA,2021,Male,40 to 64,1
20211147,NSW,2021,Female,40 to 64,1
20212137,Vic,2021,Male,40 to 64,1
20212092,Vic,2021,Female,40 to 64,1
20212103,Vic,2021,Male,65 to 74,1
20212094,Vic,2021,Male,17 to 25,1
20213071,Qld,2021,Male,65 to 74,1
20212034,Vic,2021,Female,65 to 74,1
20213068,Qld,2021,Male,65 to 74,1
20212004,Vic,2021,Male,26 to 39,1
20213043,Qld,2021,Male,65 to 74,1
20211169,NSW,2021,Male,26 to 39,1
20211054,NSW,2021,Female,65 to 74,1
20212016,Vic,2021,Male,40 to 64,1
20216009,Tas,2021,Male,17 to 25,1
20211042,NSW,2021,Male,17 to 25,1
20213124,Qld,2021,Female,75 or older,1
20215044,WA,2021,Male,75 or older,1
20212005,Vic,2021,Female,40 to 64,1
20211110,NSW,2021,Male,40 to 64,1
20215005,WA,2021,Female,75 or older,1
20214034,SA,2021,Male,17 to 25,1
20217013,NT,2021,Male,40 to 64,1
20215037,WA,2021,Male,40 to 64,1
20211034,NSW,2021,Female,0 to 16,1
20211173,NSW,2021,Male,17 to 25,1
20211139,NSW,2021,Female,75 or older,1
20211123,NSW,2021,Male,17 to 25,1
20211049,NSW,2021,Male,65 to 74,1
20212069,Vic,2021,Male,17 to 25,1
20211033,NSW,2021,Male,17 to 25,1
20213093,Qld,2021,Female,17 to 25,1
20214053,SA,2021,Male,17 to 25,1
20217004,NT,2021,Male,26 to 39,1
20212060,Vic,2021,Male,26 to 39,1
20213162,Qld,2021,Male,17 to 25,2
20215007,WA,2021,Male,17 to 25,1
20215065,WA,2021,Male,26 to 39,1
20218008,ACT,2021,Male,17 to 25,1
20215098,WA,2021,Male,0 to 16,2
20213022,Qld,2021,Male,26 to 39,1
20211121,NSW,2021,Male,26 to 39,1
20216011,Tas,2021,Male,26 to 39,1
20211027,NSW,2021,Female,26 to 39,1
20215098,WA,2021,Male,0 to 16,2
20215028,WA,2021,Female,17 to 25,2
20211091,NSW,2021,Male,40 to 64,1
20217014,NT,2021,Female,40 to 64,1
20211149,NSW,2021,Female,40 to 64,1
20212105,Vic,2021,Male,17 to 25,1
20211165,NSW,2021,Male,26 to 39,1
20213017,Qld,2021,Male,26 to 39,1
20213141,Qld,2021,Male,17 to 25,1
20215002,WA,2021,Male,17 to 25,1
20212067,Vic,2021,Male,26 to 39,1
20211141,NSW,2021,Male,40 to 64,1
20215028,WA,2021,Female,40 to 64,2
20213137,Qld,2021,Male,40 to 64,1
20211043,NSW,2021,Female,40 to 64,3
20211043,NSW,2021,Male,40 to 64,3
20213056,Qld,2021,Male,26 to 39,1
20215077,WA,2021,Male,26 to 39,1
20216004,Tas,2021,Male,40 to 64,1
20211129,NSW,2021,Male,40 to 64,1
20211039,NSW,2021,Male,40 to 64,1
20211126,NSW,2021,Male,40 to 64,1
20213096,Qld,2021,Male,40 to 64,1
20212068,Vic,2021,Male,17 to 25,1
20215095,WA,2021,Male,40 to 64,1
20211043,NSW,2021,Male,0 to 16,3
20214063,SA,2021,Female,75 or older,1
20211099,NSW,2021,Male,17 to 25,1
20216017,Tas,2021,Male,17 to 25,1
20212096,Vic,2021,Male,17 to 25,1
20213058,Qld,2021,Male,26 to 39,1
20214016,SA,2021,Male,26 to 39,1
20213025,Qld,2021,Male,26 to 39,1
20213162,Qld,2021,Male,17 to 25,2
20212041,Vic,2021,Male,26 to 39,1
20212129,Vic,2021,Male,26 to 39,1
20215062,WA,2021,Male,40 to 64,1
20212132,Vic,2021,Male,75 or older,1
20211135,NSW,2021,Male,40 to 64,1
20216005,Tas,2021,Male,40 to 64,1
20215094,WA,2021,Female,40 to 64,1
20214002,SA,2021,Female,40 to 64,1
20213026,Qld,2021,Male,40 to 64,1
20213007,Qld,2021,Male,26 to 39,1
20214042,SA,2021,Male,40 to 64,1
20211114,NSW,2021,Male,65 to 74,1
20212026,Vic,2021,Male,65 to 74,1
20212078,Vic,2021,Male,17 to 25,1
20213011,Qld,2021,Female,26 to 39,1
20213101,Qld,2021,Male,26 to 39,1
20216022,Tas,2021,Male,65 to 74,1
20212043,Vic,2021,Male,40 to 64,1
20211056,NSW,2021,Female,75 or older,3
20211056,NSW,2021,Male,75 or older,3
20211056,NSW,2021,Male,75 or older,3
20211158,NSW,2021,Male,75 or older,1
20212039,Vic,2021,Male,75 or older,1
20213050,Qld,2021,Female,75 or older,1
20211098,NSW,2021,Female,17 to 25,1
20211124,NSW,2021,Male,17 to 25,1
20214027,SA,2021,Female,17 to 25,1
20211044,NSW,2021,Male,40 to 64,1
20213140,Qld,2021,Female,75 or older,1
20214048,SA,2021,Male,0 to 16,1
20212111,Vic,2021,Female,40 to 64,1
20214047,SA,2021,Male,75 or older,1
20212116,Vic,2021,Female,0 to 16,1
20218003,ACT,2021,Male,17 to 25,1
20214051,SA,2021,Male,17 to 25,1
20211170,NSW,2021,Male,17 to 25,1
20214019,SA,2021,Male,17 to 25,2
20212022,Vic,2021,Male,26 to 39,1
20213102,Qld,2021,Male,26 to 39,1
20214019,SA,2021,Male,17 to 25,2
20212031,Vic,2021,Male,26 to 39,1
20215013,WA,2021,Male,26 to 39,1
20213143,Qld,2021,Male,26 to 39,1
20211073,NSW,2021,Female,40 to 64,1
20211095,NSW,2021,Male,40 to 64,1
20211074,NSW,2021,Male,17 to 25,1
20213154,Qld,2021,Male,40 to 64,1
20213131,Qld,2021,Male,40 to 64,1
20214013,SA,2021,Male,17 to 25,2
20213036,Qld,2021,Male,17 to 25,2
20213036,Qld,2021,Male,17 to 25,2
20215031,WA,2021,Male,40 to 64,1
20212082,Vic,2021,Female,26 to 39,1
20212046,Vic,2021,Male,26 to 39,1
20213083,Qld,2021,Female,26 to 39,2
20212010,Vic,2021,Male,26 to 39,1
20214031,SA,2021,Male,26 to 39,1
20213117,Qld,2021,Male,40 to 64,1
20213045,Qld,2021,Female,40 to 64,1
20215076,WA,2021,Male,17 to 25,1
20214013,SA,2021,Female,40 to 64,2
20215096,WA,2021,Female,65 to 74,1
20212079,Vic,2021,Male,40 to 64,1
20213099,Qld,2021,Male,40 to 64,1
20217016,NT,2021,Male,40 to 64,1
20214009,SA,2021,Female,40 to 64,1
20213083,Qld,2021,Female,40 to 64,2
20211136,NSW,2021,Male,17 to 25,1
20212095,Vic,2021,Male,40 to 64,1
20213158,Qld,2021,Male,40 to 64,1
20213129,Qld,2021,Female,40 to 64,1
20215017,WA,2021,Male,40 to 64,1
20212054,Vic,2021,Female,40 to 64,1
20212036,Vic,2021,Male,40 to 64,1
20213147,Qld,2021,Male,65 to 74,1
20213116,Qld,2021,Male,65 to 74,1
20212080,Vic,2021,Male,65 to 74,1
20212073,Vic,2021,Female,75 or older,1
20211167,NSW,2021,Male,75 or older,1
20212077,Vic,2021,Male,75 or older,1
20213133,Qld,2021,Male,17 to 25,1
20215069,WA,2021,Female,65 to 74,1
20213018,Qld,2021,Male,17 to 25,1
20211055,NSW,2021,Male,17 to 25,1
20212114,Vic,2021,Male,26 to 39,1
20213047,Qld,2021,Male,26 to 39,1
20211115,NSW,2021,Male,26 to 39,1
20215016,WA,2021,Male,17 to 25,1
20213115,Qld,2021,Male,26 to 39,1
20211045,NSW,2021,Male,26 to 39,1
20213020,Qld,2021,Male,26 to 39,1
20211041,NSW,2021,Male,40 to 64,1
20215070,WA,2021,Male,40 to 64,1
20212136,Vic,2021,Male,40 to 64,1
20211080,NSW,2021,Male,40 to 64,1
20214024,SA,2021,Male,40 to 64,1
20213094,Qld,2021,Female,40 to 64,1
20214055,SA,2021,Male,40 to 64,1
20213042,Qld,2021,Male,0 to 16,1
20212023,Vic,2021,Male,17 to 25,1
20212088,Vic,2021,Male,26 to 39,1
20212107,Vic,2021,Male,40 to 64,1
20214058,SA,2021,Male,40 to 64,1
20214054,SA,2021,Male,40 to 64,1
20213125,Qld,2021,Male,26 to 39,1
20214040,SA,2021,Male,40 to 64,1
20211083,NSW,2021,Female,65 to 74,1
20211133,NSW,2021,Male,65 to 74,1
20217001,NT,2021,Female,65 to 74,1
20211131,NSW,2021,Male,65 to 74,1
20211174,NSW,2021,Male,65 to 74,1
20211011,NSW,2021,Male,65 to 74,1
20213145,Qld,2021,Male,65 to 74,1
20214005,SA,2021,Female,40 to 64,1
20213055,Qld,2021,Female,75 or older,2
20211104,NSW,2021,Male,40 to 64,1
20212101,Vic,2021,Female,75 or older,1
20211062,NSW,2021,Male,17 to 25,1
20214008,SA,2021,Male,40 to 64,1
20212015,Vic,2021,Male,75 or older,1
20213055,Qld,2021,Male,75 or older,2
20215085,WA,2021,Female,75 or older,1
20212128,Vic,2021,Female,75 or older,1
20212055,Vic,2021,Male,75 or older,1
20211103,NSW,2021,Male,75 or older,1
20213040,Qld,2021,Male,75 or older,1
20211068,NSW,2021,Male,75 or older,1
20213142,Qld,2021,Female,40 to 64,1
20216019,Tas,2021,Male,40 to 64,1
20212006,Vic,2021,Female,65 to 74,1
20212037,Vic,2021,Female,26 to 39,1
20214044,SA,2021,Male,65 to 74,1
20212093,Vic,2021,Male,65 to 74,1
20212112,Vic,2021,Male,0 to 16,1
20211102,NSW,2021,Female,0 to 16,1
20211112,NSW,2021,Male,17 to 25,1
20213076,Qld,2021,Male,17 to 25,1
20212052,Vic,2021,Female,26 to 39,1
20212133,Vic,2021,Male,26 to 39,1
20212091,Vic,2021,Male,26 to 39,1
20213053,Qld,2021,Male,26 to 39,1
20215039,WA,2021,Male,26 to 39,1
20213144,Qld,2021,Male,26 to 39,1
20211177,NSW,2021,Male,26 to 39,1
20213012,Qld,2021,Male,26 to 39,1
20214059,SA,2021,Male,0 to 16,1
20213010,Qld,2021,Male,26 to 39,1
20211009,NSW,2021,Male,26 to 39,1
20211151,NSW,2021,Male,40 to 64,1
20213165,Qld,2021,Male,17 to 25,1
20213052,Qld,2021,Male,17 to 25,1
20213107,Qld,2021,Female,26 to 39,1
20215036,WA,2021,Male,17 to 25,1
20211022,NSW,2021,Male,26 to 39,1
20215088,WA,2021,Male,40 to 64,1
20213070,Qld,2021,Male,26 to 39,1
20216006,Tas,2021,Male,40 to 64,1
20213088,Qld,2021,Male,40 to 64,1
20212049,Vic,2021,Male,40 to 64,1
20211144,NSW,2021,Male,40 to 64,1
20211106,NSW,2021,Male,40 to 64,1
20212135,Vic,2021,Male,40 to 64,1
20211162,NSW,2021,Male,40 to 64,1
20213024,Qld,2021,Female,17 to 25,1
20215059,WA,2021,Male,17 to 25,1
20211150,NSW,2021,Male,40 to 64,1
20215043,WA,2021,Male,26 to 39,1
20213153,Qld,2021,Female,40 to 64,1
20214022,SA,2021,Male,40 to 64,1
20211089,NSW,2021,Female,40 to 64,1
20212140,Vic,2021,Female,40 to 64,1
20215100,WA,2021,Male,65 to 74,1
20211061,NSW,2021,Male,0 to 16,1
20214012,SA,2021,Male,40 to 64,1
20215021,WA,2021,Male,0 to 16,1
20211020,NSW,2021,Male,0 to 16,1
20212047,Vic,2021,Male,17 to 25,1
20213097,Qld,2021,Male,17 to 25,1
20213063,Qld,2021,Male,17 to 25,1
20213087,Qld,2021,Male,26 to 39,1
20211078,NSW,2021,Male,0 to 16,1
20212066,Vic,2021,Male,40 to 64,1
20212030,Vic,2021,Male,26 to 39,1
20212017,Vic,2021,Female,26 to 39,3
20213095,Qld,2021,-9,26 to 39,1
20213030,Qld,2021,Female,26 to 39,1
20211087,NSW,2021,Male,26 to 39,2
20212001,Vic,2021,Male,26 to 39,1
20211119,NSW,2021,Male,26 to 39,1
20218002,ACT,2021,Male,40 to 64,1
20214035,SA,2021,Female,40 to 64,1
20211122,NSW,2021,Female,40 to 64,1
20213029,Qld,2021,Female,40 to 64,2
20213034,Qld,2021,Male,40 to 64,1
20212017,Vic,2021,Male,40 to 64,3
20213067,Qld,2021,Male,40 to 64,1
20213077,Qld,2021,Male,40 to 64,2
20213077,Qld,2021,Female,40 to 64,2
20213029,Qld,2021,Female,0 to 16,2
20213013,Qld,2021,Male,40 to 64,1
20211107,NSW,2021,Male,0 to 16,1
20212002,Vic,2021,Male,40 to 64,1
20211087,NSW,2021,Male,40 to 64,2
20211140,NSW,2021,Male,17 to 25,1
20214029,SA,2021,Female,17 to 25,1
20214006,SA,2021,Male,65 to 74,1
20211153,NSW,2021,Female,65 to 74,1
20213035,Qld,2021,Male,65 to 74,1
20213122,Qld,2021,Male,65 to 74,1
20211077,NSW,2021,Male,65 to 74,1
20211120,NSW,2021,Male,65 to 74,1
20211017,NSW,2021,Male,40 to 64,1
20211051,NSW,2021,Male,40 to 64,1
20212025,Vic,2021,Male,40 to 64,1
20212018,Vic,2021,Male,40 to 64,1
20212020,Vic,2021,Male,40 to 64,1
20215064,WA,2021,Male,40 to 64,1
20212065,Vic,2021,Male,40 to 64,1
20214011,SA,2021,Male,75 or older,1
20214043,SA,2021,Male,75 or older,1
20212032,Vic,2021,Male,40 to 64,1
20213168,Qld,2021,Male,75 or older,1
20212029,Vic,2021,Male,26 to 39,1
20213111,Qld,2021,Male,26 to 39,1
20212130,Vic,2021,Female,17 to 25,1
20211072,NSW,2021,Male,65 to 74,1
20214001,SA,2021,Male,0 to 16,1
20211118,NSW,2021,Male,65 to 74,1
20211076,NSW,2021,Female,75 or older,1
20218006,ACT,2021,Female,75 or older,1
20211138,NSW,2021,Male,75 or older,1
20212045,Vic,2021,Male,26 to 39,1
20212118,Vic,2021,Male,17 to 25,1
20212122,Vic,2021,Male,26 to 39,1
20215074,WA,2021,Female,17 to 25,1
20213028,Qld,2021,Male,26 to 39,1
20212008,Vic,2021,Male,26 to 39,1
20212089,Vic,2021,Male,26 to 39,1
20215008,WA,2021,Male,17 to 25,1
20212062,Vic,2021,Male,26 to 39,1
20214032,SA,2021,Male,26 to 39,1
20212084,Vic,2021,Male,26 to 39,1
20213105,Qld,2021,Male,26 to 39,2
20213105,Qld,2021,Male,26 to 39,2
20214015,SA,2021,Male,26 to 39,1
20215061,WA,2021,Male,40 to 64,1
