State,Month,Year,Dayweek,Fatalities,Speed
NSW,Dec,2009,Sunday,5,100
Vic,Dec,2009,Saturday,1,100
SA,Dec,2009,Saturday,1,60
NSW,Dec,2009,Saturday,1,60
NSW,Dec,2009,Sunday,1,100
WA,Dec,2009,Sunday,1,110
NSW,Dec,2009,Sunday,2,100
NSW,Dec,2009,Saturday,1,60
Vic,Dec,2009,Saturday,1,100
Vic,Dec,2009,Saturday,1,100
WA,Dec,2009,Saturday,1,100
Tas,Dec,2009,Saturday,1,100
Qld,Dec,2009,Sunday,1,60
WA,Dec,2009,Sunday,1,110
WA,Dec,2009,Sunday,1,70
Vic,Dec,2009,Sunday,1,100
Vic,Dec,2009,Saturday,1,70
NSW,Dec,2009,Tuesday,1,50
Vic,Dec,2009,Wednesday,1,80
Qld,Dec,2009,Thursday,1,60
Tas,Dec,2009,Friday,1,60
Tas,Dec,2009,Friday,1,50
WA,Dec,2009,Thursday,1,50
Vic,Dec,2009,Tuesday,1,100
Vic,Dec,2009,Tuesday,1,70
SA,Dec,2009,Thursday,1,100
Vic,Dec,2009,Monday,1,80
NSW,Dec,2009,Friday,1,80
Vic,Dec,2009,Monday,1,100
Tas,Dec,2009,Tuesday,2,110
Tas,Dec,2009,Wednesday,1,110
NSW,Dec,2009,Tuesday,1,70
Vic,Dec,2009,Wednesday,1,50
WA,Dec,2009,Friday,2,110
SA,Dec,2009,Thursday,1,60
Qld,Dec,2009,Thursday,1,100
NSW,Dec,2009,Friday,1,100
WA,Dec,2009,Thursday,1,110
NSW,Dec,2009,Friday,1,100
Qld,Dec,2009,Wednesday,1,100
WA,Dec,2009,Wednesday,1,110
Vic,Dec,2009,Wednesday,1,60
NSW,Dec,2009,Thursday,1,100
NSW,Dec,2009,Monday,4,100
Vic,Dec,2009,Monday,1,100
Vic,Dec,2009,Friday,1,60
Qld,Dec,2009,Friday,1,100
Qld,Dec,2009,Wednesday,1,110
NSW,Dec,2009,Wednesday,1,80
Qld,Dec,2009,Tuesday,1,100
NSW,Dec,2009,Sunday,1,100
Vic,Dec,2009,Sunday,1,60
NT,Dec,2009,Sunday,1,100
Qld,Dec,2009,Friday,2,80
SA,Dec,2009,Saturday,1,110
WA,Dec,2009,Wednesday,1,-9
WA,Dec,2009,Monday,1,80
Vic,Dec,2009,Tuesday,1,100
Vic,Dec,2009,Monday,1,80
Vic,Dec,2009,Tuesday,1,60
NSW,Dec,2009,Wednesday,1,50
NSW,Dec,2009,Friday,1,50
Vic,Dec,2009,Wednesday,1,80
Vic,Nov,2009,Sunday,1,70
NSW,Nov,2009,Sunday,1,50
Qld,Nov,2009,Sunday,1,60
NSW,Nov,2009,Friday,1,60
Vic,Nov,2009,Monday,1,-9
NSW,Nov,2009,Friday,1,70
Qld,Nov,2009,Sunday,1,100
WA,Nov,2009,Sunday,1,80
WA,Nov,2009,Sunday,1,110
SA,Nov,2009,Friday,1,80
WA,Nov,2009,Monday,1,70
NSW,Nov,2009,Sunday,1,60
NSW,Nov,2009,Saturday,1,60
NSW,Nov,2009,Saturday,1,-9
NSW,Nov,2009,Saturday,1,110
NT,Nov,2009,Saturday,1,60
Vic,Nov,2009,Sunday,1,100
Qld,Nov,2009,Sunday,1,60
Vic,Nov,2009,Monday,1,60
NSW,Nov,2009,Monday,1,80
SA,Nov,2009,Sunday,1,110
Qld,Nov,2009,Sunday,1,60
Vic,Nov,2009,Friday,1,100
Vic,Nov,2009,Friday,1,110
Qld,Nov,2009,Friday,1,110
Qld,Nov,2009,Thursday,1,60
Qld,Nov,2009,Wednesday,1,90
NSW,Nov,2009,Wednesday,1,60
Qld,Nov,2009,Wednesday,1,110
SA,Nov,2009,Thursday,1,80
WA,Nov,2009,Wednesday,1,60
WA,Nov,2009,Wednesday,1,100
SA,Nov,2009,Thursday,2,90
WA,Nov,2009,Tuesday,1,110
Vic,Nov,2009,Thursday,1,60
Vic,Nov,2009,Thursday,1,60
NSW,Nov,2009,Thursday,2,70
WA,Nov,2009,Tuesday,1,110
WA,Nov,2009,Thursday,1,70
NSW,Nov,2009,Monday,1,50
WA,Nov,2009,Tuesday,1,110
Vic,Nov,2009,Tuesday,1,80
NSW,Nov,2009,Sunday,1,80
NSW,Nov,2009,Sunday,4,110
NT,Nov,2009,Saturday,1,110
Vic,Nov,2009,Saturday,1,100
Vic,Nov,2009,Sunday,1,100
SA,Nov,2009,Saturday,1,110
Qld,Nov,2009,Saturday,1,100
WA,Nov,2009,Sunday,1,80
NSW,Nov,2009,Saturday,1,50
Vic,Nov,2009,Sunday,1,100
WA,Nov,2009,Saturday,1,110
WA,Nov,2009,Sunday,1,110
Vic,Nov,2009,Saturday,1,100
Qld,Nov,2009,Saturday,1,100
Qld,Nov,2009,Saturday,1,100
Qld,Nov,2009,Monday,1,80
NSW,Nov,2009,Friday,1,100
NSW,Nov,2009,Thursday,1,100
Vic,Nov,2009,Friday,1,60
Vic,Nov,2009,Monday,1,80
NSW,Nov,2009,Thursday,1,100
NSW,Nov,2009,Tuesday,1,60
Vic,Nov,2009,Thursday,1,70
WA,Nov,2009,Monday,1,70
Vic,Nov,2009,Thursday,1,100
Qld,Nov,2009,Thursday,1,100
NSW,Nov,2009,Thursday,1,100
WA,Nov,2009,Monday,1,100
Qld,Nov,2009,Wednesday,1,100
Tas,Nov,2009,Friday,1,60
NSW,Nov,2009,Thursday,1,60
NSW,Nov,2009,Tuesday,1,60
Vic,Nov,2009,Thursday,1,100
Qld,Nov,2009,Monday,1,110
Qld,Nov,2009,Wednesday,1,80
Qld,Nov,2009,Friday,1,80
Vic,Nov,2009,Tuesday,1,100
Vic,Nov,2009,Thursday,1,100
Qld,Nov,2009,Monday,1,80
WA,Nov,2009,Thursday,1,110
NSW,Nov,2009,Thursday,1,100
Qld,Nov,2009,Friday,1,100
SA,Nov,2009,Thursday,1,110
WA,Nov,2009,Tuesday,1,-9
WA,Nov,2009,Thursday,1,90
SA,Nov,2009,Friday,1,110
Qld,Nov,2009,Tuesday,1,100
Vic,Nov,2009,Tuesday,1,100
SA,Nov,2009,Wednesday,1,110
WA,Nov,2009,Thursday,1,-9
WA,Nov,2009,Tuesday,1,110
Tas,Nov,2009,Wednesday,1,100
WA,Nov,2009,Wednesday,1,60
NSW,Nov,2009,Thursday,1,60
NSW,Nov,2009,Friday,1,60
WA,Nov,2009,Saturday,1,50
Qld,Nov,2009,Saturday,1,100
NSW,Nov,2009,Tuesday,1,60
Qld,Nov,2009,Thursday,1,60
NSW,Nov,2009,Wednesday,1,60
Vic,Oct,2009,Saturday,1,60
Qld,Oct,2009,Sunday,1,110
SA,Oct,2009,Saturday,1,60
Vic,Oct,2009,Saturday,1,100
NSW,Oct,2009,Saturday,1,100
NSW,Oct,2009,Sunday,1,100
Vic,Oct,2009,Saturday,1,100
Vic,Oct,2009,Sunday,1,100
NSW,Oct,2009,Monday,1,80
NSW,Oct,2009,Sunday,1,110
Qld,Oct,2009,Monday,1,110
NSW,Oct,2009,Saturday,1,60
NSW,Oct,2009,Sunday,1,60
NT,Oct,2009,Saturday,1,110
NSW,Oct,2009,Sunday,1,100
SA,Oct,2009,Saturday,1,110
NSW,Oct,2009,Sunday,1,100
Tas,Oct,2009,Saturday,1,100
NSW,Oct,2009,Friday,1,60
Qld,Oct,2009,Saturday,1,100
Vic,Oct,2009,Friday,1,30
Vic,Oct,2009,Saturday,2,100
NT,Oct,2009,Wednesday,1,80
SA,Oct,2009,Monday,1,60
NT,Oct,2009,Friday,1,80
Vic,Oct,2009,Thursday,1,60
WA,Oct,2009,Tuesday,3,110
WA,Oct,2009,Thursday,1,70
NSW,Oct,2009,Thursday,1,60
Qld,Oct,2009,Thursday,1,100
SA,Oct,2009,Thursday,1,60
Qld,Oct,2009,Tuesday,1,80
Tas,Oct,2009,Tuesday,1,100
Vic,Oct,2009,Tuesday,1,60
NSW,Oct,2009,Monday,1,100
Vic,Oct,2009,Tuesday,1,80
NSW,Oct,2009,Wednesday,1,110
WA,Oct,2009,Thursday,1,80
WA,Oct,2009,Monday,1,50
Vic,Oct,2009,Tuesday,1,100
NSW,Oct,2009,Thursday,1,100
NSW,Oct,2009,Wednesday,2,100
WA,Oct,2009,Monday,2,110
WA,Oct,2009,Thursday,1,60
Vic,Oct,2009,Monday,1,100
ACT,Oct,2009,Friday,1,80
NSW,Oct,2009,Tuesday,1,50
Qld,Oct,2009,Sunday,1,100
WA,Oct,2009,Saturday,1,110
Vic,Oct,2009,Sunday,1,100
NSW,Oct,2009,Sunday,1,100
NSW,Oct,2009,Saturday,1,80
WA,Oct,2009,Sunday,1,50
NSW,Oct,2009,Sunday,1,100
Vic,Oct,2009,Saturday,1,100
Qld,Oct,2009,Saturday,1,60
WA,Oct,2009,Saturday,1,90
NT,Oct,2009,Saturday,1,110
Qld,Oct,2009,Sunday,1,110
NSW,Oct,2009,Saturday,1,50
WA,Oct,2009,Saturday,1,110
NSW,Oct,2009,Sunday,1,100
SA,Oct,2009,Sunday,1,100
NSW,Oct,2009,Saturday,1,60
NSW,Oct,2009,Saturday,1,100
NSW,Oct,2009,Saturday,1,100
WA,Oct,2009,Saturday,1,110
NSW,Oct,2009,Friday,1,100
Vic,Oct,2009,Tuesday,1,70
NSW,Oct,2009,Thursday,1,110
NSW,Oct,2009,Monday,1,60
WA,Oct,2009,Friday,2,100
Vic,Oct,2009,Monday,1,100
Qld,Oct,2009,Friday,2,100
Qld,Oct,2009,Friday,1,60
WA,Oct,2009,Wednesday,1,110
NSW,Oct,2009,Friday,2,100
WA,Oct,2009,Wednesday,1,70
Vic,Oct,2009,Friday,1,100
Qld,Oct,2009,Friday,1,60
WA,Oct,2009,Friday,1,110
Qld,Oct,2009,Monday,1,100
NSW,Oct,2009,Wednesday,1,100
NSW,Oct,2009,Thursday,1,100
NSW,Oct,2009,Thursday,1,100
NSW,Oct,2009,Wednesday,1,100
Qld,Oct,2009,Wednesday,1,60
Qld,Oct,2009,Monday,1,80
NSW,Oct,2009,Friday,1,60
NSW,Oct,2009,Friday,1,60
Qld,Oct,2009,Thursday,1,100
WA,Oct,2009,Monday,1,110
WA,Oct,2009,Wednesday,1,80
Qld,Oct,2009,Thursday,1,50
NSW,Oct,2009,Wednesday,1,60
WA,Oct,2009,Monday,2,110
Vic,Oct,2009,Wednesday,1,110
WA,Oct,2009,Thursday,1,-9
WA,Oct,2009,Friday,1,110
SA,Oct,2009,Wednesday,1,110
Qld,Oct,2009,Tuesday,1,100
Qld,Oct,2009,Thursday,1,100
WA,Oct,2009,Thursday,1,110
SA,Oct,2009,Monday,1,80
WA,Oct,2009,Wednesday,1,110
NSW,Oct,2009,Tuesday,1,100
NSW,Oct,2009,Monday,1,90
Vic,Oct,2009,Tuesday,1,80
NSW,Oct,2009,Friday,1,80
Vic,Oct,2009,Monday,1,80
Qld,Oct,2009,Tuesday,1,60
NSW,Oct,2009,Thursday,1,100
Vic,Oct,2009,Monday,1,100
NSW,Oct,2009,Friday,1,60
NSW,Oct,2009,Monday,1,60
ACT,Oct,2009,Thursday,1,80
Vic,Oct,2009,Monday,1,70
Vic,Oct,2009,Friday,1,60
Qld,Oct,2009,Tuesday,1,50
Vic,Oct,2009,Friday,1,60
Vic,Oct,2009,Monday,1,50
WA,Oct,2009,Wednesday,1,50
Vic,Oct,2009,Wednesday,1,50
Vic,Oct,2009,Friday,1,100
NSW,Oct,2009,Tuesday,1,70
NSW,Oct,2009,Friday,1,60
NSW,Oct,2009,Monday,1,50
Vic,Oct,2009,Sunday,1,100
WA,Oct,2009,Friday,2,60
Qld,Oct,2009,Tuesday,1,50
NT,Oct,2009,Wednesday,1,80
WA,Oct,2009,Tuesday,2,100
NSW,Sep,2009,Saturday,1,80
Qld,Sep,2009,Wednesday,1,60
NSW,Sep,2009,Sunday,1,100
NSW,Sep,2009,Sunday,1,50
WA,Sep,2009,Sunday,1,50
NT,Sep,2009,Saturday,1,110
Qld,Sep,2009,Saturday,2,60
Qld,Sep,2009,Saturday,1,100
NSW,Sep,2009,Friday,1,60
SA,Sep,2009,Saturday,1,110
NSW,Sep,2009,Friday,1,70
Qld,Sep,2009,Monday,1,110
Qld,Sep,2009,Sunday,1,70
NSW,Sep,2009,Saturday,1,110
Qld,Sep,2009,Sunday,1,100
Qld,Sep,2009,Saturday,1,70
NSW,Sep,2009,Sunday,1,70
Qld,Sep,2009,Friday,1,60
ACT,Sep,2009,Sunday,1,40
NT,Sep,2009,Friday,1,110
Qld,Sep,2009,Sunday,1,100
Vic,Sep,2009,Tuesday,1,60
Vic,Sep,2009,Wednesday,1,100
SA,Sep,2009,Tuesday,1,80
Qld,Sep,2009,Wednesday,1,100
SA,Sep,2009,Tuesday,1,110
Vic,Sep,2009,Monday,1,100
SA,Sep,2009,Thursday,2,110
Qld,Sep,2009,Monday,1,100
Vic,Sep,2009,Wednesday,1,100
NSW,Sep,2009,Wednesday,1,100
Qld,Sep,2009,Tuesday,1,100
Vic,Sep,2009,Monday,1,100
Vic,Sep,2009,Tuesday,1,100
SA,Sep,2009,Thursday,1,110
WA,Sep,2009,Wednesday,1,80
NSW,Sep,2009,Tuesday,1,50
SA,Sep,2009,Monday,1,110
NSW,Sep,2009,Saturday,1,100
WA,Sep,2009,Saturday,1,110
NSW,Sep,2009,Sunday,1,100
WA,Sep,2009,Saturday,1,100
NSW,Sep,2009,Saturday,1,110
ACT,Sep,2009,Saturday,1,90
NSW,Sep,2009,Sunday,1,70
WA,Sep,2009,Sunday,1,110
Qld,Sep,2009,Sunday,1,100
Qld,Sep,2009,Sunday,1,100
NSW,Sep,2009,Saturday,2,60
NSW,Sep,2009,Saturday,1,80
NSW,Sep,2009,Saturday,1,100
NSW,Sep,2009,Sunday,1,100
Qld,Sep,2009,Tuesday,1,100
NSW,Sep,2009,Monday,1,80
Qld,Sep,2009,Wednesday,1,100
NSW,Sep,2009,Thursday,1,60
NSW,Sep,2009,Wednesday,1,100
Qld,Sep,2009,Wednesday,1,100
Qld,Sep,2009,Wednesday,1,100
Qld,Sep,2009,Friday,1,100
NSW,Sep,2009,Friday,2,60
NSW,Sep,2009,Friday,2,80
WA,Sep,2009,Wednesday,1,90
Qld,Sep,2009,Wednesday,1,100
NSW,Sep,2009,Tuesday,2,100
Qld,Sep,2009,Friday,1,80
NSW,Sep,2009,Tuesday,1,100
NSW,Sep,2009,Thursday,1,50
Qld,Sep,2009,Tuesday,1,110
Vic,Sep,2009,Monday,1,50
NSW,Sep,2009,Thursday,1,110
SA,Sep,2009,Monday,1,80
Qld,Sep,2009,Tuesday,1,100
Qld,Sep,2009,Tuesday,1,50
NSW,Sep,2009,Wednesday,1,110
Qld,Sep,2009,Monday,1,100
Qld,Sep,2009,Thursday,1,80
Vic,Sep,2009,Thursday,1,100
NSW,Sep,2009,Wednesday,1,100
NT,Sep,2009,Thursday,1,100
NSW,Sep,2009,Monday,2,100
SA,Sep,2009,Tuesday,1,60
Vic,Sep,2009,Tuesday,1,100
NSW,Sep,2009,Friday,1,100
Qld,Sep,2009,Wednesday,2,100
Qld,Sep,2009,Friday,1,60
NSW,Sep,2009,Tuesday,1,90
NSW,Sep,2009,Friday,1,50
Vic,Sep,2009,Monday,1,100
SA,Sep,2009,Wednesday,1,110
NSW,Sep,2009,Monday,1,100
NSW,Sep,2009,Tuesday,1,100
Qld,Sep,2009,Friday,1,110
SA,Sep,2009,Saturday,1,50
WA,Sep,2009,Sunday,2,70
Vic,Sep,2009,Saturday,1,90
Vic,Sep,2009,Wednesday,1,100
NSW,Sep,2009,Thursday,1,110
Qld,Sep,2009,Sunday,1,60
Vic,Sep,2009,Tuesday,1,50
NSW,Sep,2009,Wednesday,1,50
NSW,Sep,2009,Wednesday,1,50
Vic,Sep,2009,Friday,1,80
NT,Sep,2009,Thursday,1,80
SA,Aug,2009,Saturday,2,100
WA,Aug,2009,Friday,1,60
Vic,Aug,2009,Saturday,1,70
Vic,Aug,2009,Sunday,1,100
NSW,Aug,2009,Friday,1,50
NSW,Aug,2009,Tuesday,1,60
Vic,Aug,2009,Friday,1,80
NSW,Aug,2009,Sunday,1,100
Vic,Aug,2009,Saturday,1,50
NSW,Aug,2009,Friday,1,100
Qld,Aug,2009,Sunday,1,60
SA,Aug,2009,Sunday,1,100
Vic,Aug,2009,Monday,1,100
SA,Aug,2009,Friday,1,100
Tas,Aug,2009,Saturday,1,100
SA,Aug,2009,Saturday,1,70
NSW,Aug,2009,Sunday,1,110
WA,Aug,2009,Sunday,1,60
Qld,Aug,2009,Saturday,1,60
SA,Aug,2009,Sunday,1,100
NSW,Aug,2009,Saturday,1,50
Vic,Aug,2009,Monday,1,70
Qld,Aug,2009,Saturday,1,60
Qld,Aug,2009,Saturday,1,100
NSW,Aug,2009,Friday,1,100
NSW,Aug,2009,Friday,1,40
Qld,Aug,2009,Sunday,1,100
Vic,Aug,2009,Saturday,1,60
Vic,Aug,2009,Saturday,1,100
Tas,Aug,2009,Saturday,1,80
Vic,Aug,2009,Friday,1,60
NSW,Aug,2009,Thursday,1,100
NSW,Aug,2009,Tuesday,1,60
WA,Aug,2009,Thursday,1,80
Qld,Aug,2009,Friday,1,100
NSW,Aug,2009,Thursday,1,80
NSW,Aug,2009,Thursday,1,100
Qld,Aug,2009,Wednesday,1,60
WA,Aug,2009,Wednesday,1,110
Qld,Aug,2009,Wednesday,1,60
NSW,Aug,2009,Thursday,3,110
NSW,Aug,2009,Friday,1,100
Qld,Aug,2009,Saturday,1,80
Qld,Aug,2009,Sunday,1,70
Qld,Aug,2009,Saturday,2,60
NSW,Aug,2009,Sunday,1,60
NSW,Aug,2009,Saturday,1,100
Vic,Aug,2009,Sunday,1,80
Vic,Aug,2009,Saturday,1,60
NSW,Aug,2009,Saturday,1,60
NSW,Aug,2009,Saturday,1,50
Vic,Aug,2009,Saturday,1,110
WA,Aug,2009,Sunday,1,50
Vic,Aug,2009,Sunday,1,100
NSW,Aug,2009,Sunday,1,60
NSW,Aug,2009,Sunday,2,100
Qld,Aug,2009,Sunday,1,60
Qld,Aug,2009,Tuesday,1,100
Vic,Aug,2009,Thursday,1,80
NSW,Aug,2009,Monday,1,50
SA,Aug,2009,Wednesday,1,100
NSW,Aug,2009,Monday,1,100
NSW,Aug,2009,Thursday,1,110
Vic,Aug,2009,Friday,1,60
NT,Aug,2009,Monday,1,130
NSW,Aug,2009,Thursday,1,100
SA,Aug,2009,Thursday,1,100
WA,Aug,2009,Wednesday,1,70
Qld,Aug,2009,Thursday,1,100
NSW,Aug,2009,Monday,1,60
Qld,Aug,2009,Thursday,1,100
Qld,Aug,2009,Friday,1,60
SA,Aug,2009,Thursday,1,100
Qld,Aug,2009,Friday,1,50
Qld,Aug,2009,Friday,1,80
NSW,Aug,2009,Thursday,1,60
WA,Aug,2009,Friday,1,50
Vic,Aug,2009,Monday,2,100
WA,Aug,2009,Tuesday,1,100
Qld,Aug,2009,Thursday,1,70
NSW,Aug,2009,Monday,1,100
WA,Aug,2009,Thursday,1,90
NSW,Aug,2009,Tuesday,2,100
NSW,Aug,2009,Thursday,1,50
NSW,Aug,2009,Monday,1,100
NSW,Aug,2009,Friday,4,110
NSW,Aug,2009,Thursday,2,110
NSW,Aug,2009,Thursday,1,100
Qld,Aug,2009,Monday,1,90
Vic,Aug,2009,Thursday,1,60
Vic,Aug,2009,Friday,1,60
NSW,Aug,2009,Thursday,1,80
NSW,Aug,2009,Sunday,1,80
WA,Aug,2009,Sunday,1,60
NSW,Aug,2009,Friday,1,80
Vic,Aug,2009,Tuesday,1,50
Vic,Aug,2009,Tuesday,1,50
NSW,Aug,2009,Tuesday,1,70
NSW,Aug,2009,Wednesday,1,50
NSW,Aug,2009,Tuesday,1,80
NSW,Aug,2009,Thursday,1,80
Qld,Aug,2009,Wednesday,2,80
NSW,Aug,2009,Monday,1,50
NT,Aug,2009,Thursday,1,110
WA,Aug,2009,Friday,1,50
Qld,Jul,2009,Sunday,1,100
NSW,Jul,2009,Saturday,2,100
Qld,Jul,2009,Saturday,2,60
NSW,Jul,2009,Friday,1,50
Qld,Jul,2009,Wednesday,1,60
Qld,Jul,2009,Sunday,1,60
NSW,Jul,2009,Friday,1,100
Vic,Jul,2009,Saturday,1,70
NSW,Jul,2009,Friday,1,100
WA,Jul,2009,Friday,1,110
WA,Jul,2009,Sunday,2,110
Tas,Jul,2009,Saturday,1,110
NSW,Jul,2009,Friday,1,80
WA,Jul,2009,Monday,1,100
Vic,Jul,2009,Saturday,1,100
Vic,Jul,2009,Friday,1,50
Vic,Jul,2009,Friday,1,80
Qld,Jul,2009,Saturday,1,80
Qld,Jul,2009,Saturday,1,50
Vic,Jul,2009,Thursday,1,60
NT,Jul,2009,Thursday,1,110
NSW,Jul,2009,Thursday,1,90
Vic,Jul,2009,Monday,1,80
Qld,Jul,2009,Thursday,1,100
Qld,Jul,2009,Tuesday,1,60
NSW,Jul,2009,Wednesday,2,100
SA,Jul,2009,Thursday,1,100
Qld,Jul,2009,Tuesday,1,100
Qld,Jul,2009,Thursday,1,60
Qld,Jul,2009,Friday,1,50
Qld,Jul,2009,Wednesday,1,100
NT,Jul,2009,Thursday,1,80
NSW,Jul,2009,Saturday,1,110
ACT,Jul,2009,Sunday,1,80
Vic,Jul,2009,Saturday,1,110
WA,Jul,2009,Saturday,1,110
WA,Jul,2009,Sunday,1,60
NSW,Jul,2009,Sunday,1,80
NSW,Jul,2009,Sunday,1,60
NSW,Jul,2009,Sunday,1,60
Qld,Jul,2009,Friday,2,100
Qld,Jul,2009,Wednesday,1,60
Qld,Jul,2009,Tuesday,1,80
NSW,Jul,2009,Monday,1,100
SA,Jul,2009,Tuesday,1,80
Tas,Jul,2009,Thursday,2,100
NSW,Jul,2009,Thursday,1,100
WA,Jul,2009,Tuesday,1,110
NSW,Jul,2009,Monday,1,80
WA,Jul,2009,Friday,1,110
Tas,Jul,2009,Friday,1,100
Qld,Jul,2009,Tuesday,1,110
NSW,Jul,2009,Thursday,1,100
NSW,Jul,2009,Friday,1,80
Tas,Jul,2009,Tuesday,1,80
NSW,Jul,2009,Tuesday,1,100
NSW,Jul,2009,Thursday,1,100
Vic,Jul,2009,Monday,1,100
Qld,Jul,2009,Wednesday,1,100
Vic,Jul,2009,Friday,1,80
NSW,Jul,2009,Friday,1,80
SA,Jul,2009,Thursday,1,110
Tas,Jul,2009,Tuesday,2,70
Vic,Jul,2009,Wednesday,1,90
SA,Jul,2009,Friday,1,110
NSW,Jul,2009,Tuesday,1,100
NSW,Jul,2009,Friday,1,50
Vic,Jul,2009,Wednesday,1,100
Vic,Jul,2009,Thursday,1,60
Qld,Jul,2009,Wednesday,1,80
NSW,Jul,2009,Tuesday,1,50
NSW,Jul,2009,Monday,1,90
NSW,Jul,2009,Wednesday,1,100
Qld,Jul,2009,Thursday,1,70
Vic,Jul,2009,Thursday,1,100
NT,Jul,2009,Wednesday,1,130
Qld,Jul,2009,Tuesday,1,90
Qld,Jul,2009,Friday,1,100
Qld,Jul,2009,Wednesday,1,100
Qld,Jul,2009,Wednesday,1,80
Tas,Jul,2009,Thursday,2,100
Vic,Jul,2009,Thursday,1,50
Qld,Jul,2009,Thursday,1,80
NSW,Jul,2009,Thursday,1,100
Tas,Jul,2009,Thursday,4,110
Vic,Jul,2009,Friday,1,60
Qld,Jul,2009,Sunday,1,50
Vic,Jul,2009,Saturday,1,100
Vic,Jul,2009,Thursday,1,80
Qld,Jul,2009,Thursday,1,60
Vic,Jul,2009,Wednesday,1,60
SA,Jul,2009,Monday,1,60
WA,Jul,2009,Sunday,1,60
Vic,Jul,2009,Monday,1,80
Qld,Jul,2009,Thursday,1,50
Qld,Jul,2009,Thursday,1,60
Qld,Jul,2009,Tuesday,2,60
NSW,Jun,2009,Saturday,3,80
Qld,Jun,2009,Saturday,1,60
Vic,Jun,2009,Saturday,1,80
NT,Jun,2009,Thursday,1,110
SA,Jun,2009,Monday,1,100
NSW,Jun,2009,Wednesday,1,80
WA,Jun,2009,Sunday,1,110
NSW,Jun,2009,Friday,1,80
WA,Jun,2009,Saturday,1,100
WA,Jun,2009,Saturday,1,50
Vic,Jun,2009,Saturday,1,60
SA,Jun,2009,Sunday,1,110
NSW,Jun,2009,Friday,1,80
NSW,Jun,2009,Monday,1,40
Vic,Jun,2009,Sunday,4,80
Vic,Jun,2009,Saturday,1,60
NT,Jun,2009,Saturday,1,80
Vic,Jun,2009,Sunday,1,70
Vic,Jun,2009,Sunday,1,60
SA,Jun,2009,Sunday,1,110
Qld,Jun,2009,Saturday,1,100
WA,Jun,2009,Friday,1,110
ACT,Jun,2009,Sunday,1,70
WA,Jun,2009,Saturday,1,110
Qld,Jun,2009,Friday,1,60
Qld,Jun,2009,Monday,1,100
NSW,Jun,2009,Wednesday,1,50
Qld,Jun,2009,Wednesday,1,90
NSW,Jun,2009,Tuesday,1,60
Vic,Jun,2009,Thursday,1,60
NSW,Jun,2009,Friday,1,50
WA,Jun,2009,Friday,1,80
SA,Jun,2009,Monday,1,80
Vic,Jun,2009,Friday,1,60
SA,Jun,2009,Thursday,1,60
Vic,Jun,2009,Monday,1,80
Vic,Jun,2009,Thursday,1,80
NSW,Jun,2009,Tuesday,1,60
Qld,Jun,2009,Tuesday,2,100
Vic,Jun,2009,Thursday,1,70
Qld,Jun,2009,Wednesday,1,100
WA,Jun,2009,Monday,1,100
WA,Jun,2009,Sunday,1,110
NSW,Jun,2009,Sunday,1,100
Qld,Jun,2009,Sunday,1,80
Vic,Jun,2009,Sunday,1,60
Vic,Jun,2009,Sunday,1,110
NSW,Jun,2009,Sunday,1,110
Qld,Jun,2009,Saturday,1,60
Qld,Jun,2009,Sunday,2,100
NSW,Jun,2009,Sunday,1,60
SA,Jun,2009,Saturday,1,100
Tas,Jun,2009,Sunday,1,100
Qld,Jun,2009,Sunday,2,80
WA,Jun,2009,Sunday,1,110
Qld,Jun,2009,Sunday,1,50
NSW,Jun,2009,Saturday,1,80
Tas,Jun,2009,Saturday,1,100
SA,Jun,2009,Sunday,1,60
Qld,Jun,2009,Saturday,1,100
NSW,Jun,2009,Sunday,1,50
SA,Jun,2009,Tuesday,1,110
NSW,Jun,2009,Tuesday,1,50
Vic,Jun,2009,Monday,2,100
Qld,Jun,2009,Tuesday,1,100
Qld,Jun,2009,Tuesday,1,70
NSW,Jun,2009,Monday,1,100
Vic,Jun,2009,Monday,1,100
WA,Jun,2009,Thursday,1,50
Vic,Jun,2009,Tuesday,2,100
WA,Jun,2009,Monday,1,80
Qld,Jun,2009,Wednesday,1,50
NSW,Jun,2009,Thursday,1,100
NSW,Jun,2009,Friday,1,60
Qld,Jun,2009,Wednesday,1,70
NSW,Jun,2009,Tuesday,1,50
NSW,Jun,2009,Monday,1,110
SA,Jun,2009,Wednesday,1,50
Qld,Jun,2009,Tuesday,1,100
NSW,Jun,2009,Tuesday,1,100
Vic,Jun,2009,Friday,1,100
Vic,Jun,2009,Wednesday,1,50
Vic,Jun,2009,Thursday,1,100
NSW,Jun,2009,Monday,1,80
Qld,Jun,2009,Monday,2,100
NT,Jun,2009,Friday,1,60
WA,Jun,2009,Thursday,1,110
Qld,Jun,2009,Tuesday,1,50
Vic,Jun,2009,Monday,1,100
Vic,Jun,2009,Thursday,2,100
Qld,Jun,2009,Tuesday,1,110
WA,Jun,2009,Thursday,1,80
NSW,Jun,2009,Tuesday,1,100
Qld,Jun,2009,Tuesday,2,80
NSW,Jun,2009,Friday,1,110
Qld,Jun,2009,Friday,1,100
Vic,Jun,2009,Tuesday,1,100
ACT,Jun,2009,Tuesday,1,60
NT,Jun,2009,Saturday,1,80
WA,Jun,2009,Saturday,1,80
Qld,Jun,2009,Sunday,1,50
NSW,Jun,2009,Sunday,1,100
NSW,Jun,2009,Wednesday,1,90
NSW,Jun,2009,Wednesday,1,60
