State,Month,Year,Dayweek,Fatalities,Speed
Vic,May,2002,Friday,1,110
WA,May,2002,Sunday,1,80
NSW,May,2002,Saturday,1,100
SA,May,2002,Saturday,2,110
Vic,May,2002,Sunday,1,100
Vic,May,2002,Sunday,1,60
Qld,May,2002,Saturday,1,100
NT,May,2002,Friday,2,-9
Vic,May,2002,Sunday,1,60
Qld,May,2002,Sunday,1,100
Qld,May,2002,Friday,1,60
NSW,May,2002,Saturday,4,90
Vic,May,2002,Friday,1,100
NSW,May,2002,Monday,1,110
NSW,May,2002,Tuesday,1,80
Tas,May,2002,Friday,1,50
WA,May,2002,Friday,1,110
NSW,May,2002,Wednesday,1,30
Qld,May,2002,Wednesday,1,100
NSW,May,2002,Thursday,1,60
Vic,May,2002,Monday,1,100
Qld,May,2002,Tuesday,1,90
NSW,May,2002,Wednesday,1,60
SA,May,2002,Tuesday,1,60
NT,May,2002,Tuesday,1,-9
WA,May,2002,Wednesday,1,70
Qld,May,2002,Wednesday,1,100
NSW,May,2002,Friday,1,80
Vic,May,2002,Tuesday,1,100
NSW,May,2002,Wednesday,1,50
SA,May,2002,Tuesday,1,110
Qld,May,2002,Monday,1,40
Vic,May,2002,Thursday,1,100
Vic,May,2002,Wednesday,1,100
NSW,May,2002,Tuesday,1,60
SA,May,2002,Sunday,1,100
WA,May,2002,Sunday,1,110
Vic,May,2002,Saturday,1,100
Qld,May,2002,Saturday,1,100
NSW,May,2002,Sunday,4,100
Qld,May,2002,Sunday,1,100
NSW,May,2002,Sunday,2,100
Vic,May,2002,Saturday,1,100
NSW,May,2002,Sunday,1,80
Vic,May,2002,Saturday,1,100
SA,May,2002,Sunday,1,110
NSW,May,2002,Sunday,1,60
WA,May,2002,Saturday,1,70
SA,May,2002,Saturday,1,60
Vic,May,2002,Sunday,1,50
SA,May,2002,Saturday,1,110
Tas,May,2002,Tuesday,1,110
Vic,May,2002,Friday,1,100
NSW,May,2002,Thursday,4,100
Vic,May,2002,Thursday,1,100
WA,May,2002,Thursday,1,100
Vic,May,2002,Tuesday,2,100
WA,May,2002,Wednesday,2,110
Qld,May,2002,Friday,1,80
NSW,May,2002,Wednesday,1,50
Qld,May,2002,Friday,1,100
Qld,May,2002,Tuesday,1,70
WA,May,2002,Monday,1,80
Vic,May,2002,Wednesday,1,100
WA,May,2002,Friday,1,80
NSW,May,2002,Monday,1,110
NSW,May,2002,Friday,1,110
Tas,May,2002,Wednesday,1,60
NSW,May,2002,Wednesday,1,60
Vic,May,2002,Thursday,1,100
Vic,May,2002,Wednesday,2,100
Vic,May,2002,Friday,1,100
Vic,May,2002,Wednesday,3,100
Vic,May,2002,Wednesday,1,100
Vic,May,2002,Friday,1,90
WA,May,2002,Thursday,1,60
NSW,May,2002,Tuesday,1,100
ACT,May,2002,Monday,1,-9
Qld,May,2002,Friday,1,100
WA,May,2002,Monday,1,110
WA,May,2002,Monday,2,110
WA,May,2002,Wednesday,2,110
Qld,May,2002,Thursday,1,60
NSW,May,2002,Thursday,1,100
NSW,May,2002,Wednesday,1,100
Vic,May,2002,Tuesday,1,60
WA,May,2002,Friday,1,110
NSW,May,2002,Monday,1,60
NSW,May,2002,Tuesday,1,60
SA,May,2002,Monday,1,110
NSW,May,2002,Wednesday,1,100
Vic,May,2002,Thursday,1,70
NSW,May,2002,Monday,1,100
NSW,May,2002,Monday,1,60
Vic,May,2002,Monday,1,80
WA,May,2002,Monday,1,60
ACT,May,2002,Friday,1,-9
Qld,May,2002,Monday,1,100
Qld,May,2002,Thursday,1,80
NSW,May,2002,Tuesday,1,80
Vic,May,2002,Wednesday,1,100
SA,May,2002,Friday,1,60
NSW,May,2002,Friday,1,110
Vic,May,2002,Friday,1,100
NT,May,2002,Tuesday,1,70
NT,May,2002,Thursday,1,60
Vic,May,2002,Thursday,1,60
NSW,May,2002,Thursday,1,70
Vic,May,2002,Sunday,1,60
SA,May,2002,Sunday,1,60
Vic,May,2002,Wednesday,1,-9
Qld,May,2002,Monday,1,60
NSW,May,2002,Friday,1,90
NSW,May,2002,Wednesday,1,110
NSW,May,2002,Monday,1,100
Qld,May,2002,Friday,1,70
NSW,May,2002,Tuesday,1,50
NSW,May,2002,Wednesday,1,70
Qld,May,2002,Sunday,1,50
NSW,May,2002,Wednesday,1,60
Vic,Apr,2002,Sunday,1,100
Qld,Apr,2002,Monday,1,100
NT,Apr,2002,Monday,1,-9
NSW,Apr,2002,Sunday,2,100
NSW,Apr,2002,Tuesday,1,60
Tas,Apr,2002,Friday,1,60
WA,Apr,2002,Saturday,1,80
NSW,Apr,2002,Saturday,1,100
NSW,Apr,2002,Sunday,1,100
SA,Apr,2002,Saturday,3,80
Vic,Apr,2002,Sunday,1,80
NSW,Apr,2002,Saturday,1,50
Tas,Apr,2002,Saturday,1,100
Vic,Apr,2002,Saturday,2,80
Tas,Apr,2002,Saturday,3,100
Vic,Apr,2002,Sunday,1,90
Qld,Apr,2002,Saturday,1,100
NSW,Apr,2002,Sunday,1,50
Vic,Apr,2002,Sunday,1,60
Vic,Apr,2002,Sunday,1,100
WA,Apr,2002,Friday,1,110
Qld,Apr,2002,Monday,1,100
SA,Apr,2002,Friday,1,110
NSW,Apr,2002,Thursday,1,60
NSW,Apr,2002,Tuesday,1,100
SA,Apr,2002,Tuesday,1,80
NSW,Apr,2002,Wednesday,1,100
NSW,Apr,2002,Thursday,1,80
NSW,Apr,2002,Friday,1,100
WA,Apr,2002,Friday,1,60
Qld,Apr,2002,Thursday,2,80
NSW,Apr,2002,Wednesday,2,100
Qld,Apr,2002,Thursday,1,100
Vic,Apr,2002,Thursday,1,60
NSW,Apr,2002,Thursday,1,100
NT,Apr,2002,Tuesday,1,-9
NSW,Apr,2002,Thursday,1,60
NSW,Apr,2002,Thursday,1,100
Vic,Apr,2002,Monday,1,60
Vic,Apr,2002,Tuesday,1,60
Tas,Apr,2002,Wednesday,1,80
Vic,Apr,2002,Friday,1,80
NSW,Apr,2002,Saturday,1,60
Vic,Apr,2002,Sunday,1,100
WA,Apr,2002,Sunday,1,110
NSW,Apr,2002,Sunday,1,100
WA,Apr,2002,Saturday,1,110
Qld,Apr,2002,Saturday,1,100
SA,Apr,2002,Saturday,1,60
Vic,Apr,2002,Saturday,1,100
Qld,Apr,2002,Sunday,1,80
SA,Apr,2002,Sunday,1,100
Vic,Apr,2002,Sunday,1,70
SA,Apr,2002,Sunday,1,80
NSW,Apr,2002,Sunday,1,80
SA,Apr,2002,Sunday,1,110
NSW,Apr,2002,Sunday,1,100
Qld,Apr,2002,Saturday,1,100
NSW,Apr,2002,Saturday,1,80
NSW,Apr,2002,Wednesday,1,100
Vic,Apr,2002,Friday,1,70
SA,Apr,2002,Wednesday,1,110
NSW,Apr,2002,Thursday,1,60
NSW,Apr,2002,Monday,1,80
NSW,Apr,2002,Tuesday,2,100
NSW,Apr,2002,Thursday,1,110
Vic,Apr,2002,Thursday,1,100
WA,Apr,2002,Tuesday,1,70
NSW,Apr,2002,Wednesday,1,100
Qld,Apr,2002,Monday,1,80
Qld,Apr,2002,Thursday,1,100
Qld,Apr,2002,Tuesday,1,100
Qld,Apr,2002,Monday,1,100
Qld,Apr,2002,Monday,1,80
NSW,Apr,2002,Wednesday,1,50
NSW,Apr,2002,Thursday,1,70
Vic,Apr,2002,Friday,1,100
SA,Apr,2002,Friday,1,110
Qld,Apr,2002,Wednesday,1,100
SA,Apr,2002,Tuesday,1,40
Qld,Apr,2002,Wednesday,1,60
Qld,Apr,2002,Friday,1,80
NSW,Apr,2002,Tuesday,1,100
Vic,Apr,2002,Tuesday,3,100
Vic,Apr,2002,Thursday,1,100
NSW,Apr,2002,Tuesday,1,110
Qld,Apr,2002,Tuesday,1,80
NSW,Apr,2002,Thursday,1,80
NSW,Apr,2002,Monday,1,100
Qld,Apr,2002,Thursday,1,60
SA,Apr,2002,Monday,1,110
NSW,Apr,2002,Monday,1,40
Qld,Apr,2002,Monday,1,100
Tas,Apr,2002,Thursday,1,100
Qld,Apr,2002,Wednesday,1,50
Vic,Apr,2002,Thursday,1,100
NSW,Apr,2002,Wednesday,2,70
Qld,Apr,2002,Monday,1,100
Vic,Apr,2002,Thursday,1,100
Qld,Apr,2002,Thursday,1,100
NSW,Apr,2002,Friday,1,100
WA,Apr,2002,Saturday,1,110
Vic,Apr,2002,Saturday,1,60
NSW,Apr,2002,Friday,1,80
NSW,Apr,2002,Saturday,1,80
NSW,Apr,2002,Monday,1,60
Vic,Apr,2002,Thursday,1,70
WA,Apr,2002,Tuesday,1,80
NT,Apr,2002,Thursday,1,-9
NT,Apr,2002,Thursday,1,-9
NSW,Apr,2002,Wednesday,1,70
Vic,Apr,2002,Thursday,1,80
ACT,Apr,2002,Sunday,1,-9
NSW,Apr,2002,Wednesday,1,60
SA,Apr,2002,Friday,1,60
WA,Apr,2002,Tuesday,1,60
NSW,Apr,2002,Monday,1,60
Vic,Apr,2002,Monday,1,50
SA,Apr,2002,Thursday,1,60
Vic,Apr,2002,Wednesday,1,60
NSW,Apr,2002,Monday,1,60
Vic,Apr,2002,Tuesday,1,80
Vic,Apr,2002,Thursday,1,60
WA,Apr,2002,Thursday,1,50
Vic,Apr,2002,Thursday,1,60
Qld,Apr,2002,Monday,1,100
Vic,Mar,2002,Saturday,1,60
Qld,Mar,2002,Friday,1,70
NSW,Mar,2002,Wednesday,2,60
Tas,Mar,2002,Friday,1,100
NSW,Mar,2002,Friday,1,60
Qld,Mar,2002,Monday,1,100
Vic,Mar,2002,Sunday,1,100
WA,Mar,2002,Saturday,1,60
Vic,Mar,2002,Saturday,1,60
Vic,Mar,2002,Sunday,1,80
Vic,Mar,2002,Sunday,1,100
Vic,Mar,2002,Monday,1,50
Vic,Mar,2002,Saturday,1,70
Vic,Mar,2002,Sunday,1,70
NSW,Mar,2002,Saturday,1,100
Vic,Mar,2002,Saturday,1,70
Vic,Mar,2002,Saturday,1,80
WA,Mar,2002,Friday,1,40
NSW,Mar,2002,Friday,1,60
Qld,Mar,2002,Saturday,1,50
Vic,Mar,2002,Sunday,1,100
NSW,Mar,2002,Sunday,1,100
Vic,Mar,2002,Saturday,2,60
WA,Mar,2002,Saturday,1,110
Qld,Mar,2002,Sunday,1,60
Vic,Mar,2002,Saturday,1,60
WA,Mar,2002,Friday,1,110
SA,Mar,2002,Saturday,1,110
Vic,Mar,2002,Sunday,1,100
WA,Mar,2002,Saturday,2,90
NSW,Mar,2002,Saturday,1,80
Vic,Mar,2002,Sunday,1,80
Vic,Mar,2002,Monday,1,60
Qld,Mar,2002,Sunday,1,80
NSW,Mar,2002,Tuesday,1,100
Qld,Mar,2002,Thursday,1,80
Vic,Mar,2002,Tuesday,1,60
NSW,Mar,2002,Friday,1,110
NSW,Mar,2002,Thursday,1,70
NSW,Mar,2002,Wednesday,1,70
Vic,Mar,2002,Tuesday,1,60
Vic,Mar,2002,Thursday,1,80
Vic,Mar,2002,Tuesday,1,50
WA,Mar,2002,Wednesday,2,60
NSW,Mar,2002,Tuesday,1,60
Qld,Mar,2002,Thursday,1,60
Vic,Mar,2002,Wednesday,2,70
NSW,Mar,2002,Friday,1,80
NSW,Mar,2002,Monday,1,110
Vic,Mar,2002,Thursday,1,100
Vic,Mar,2002,Thursday,1,100
NSW,Mar,2002,Thursday,2,50
Qld,Mar,2002,Sunday,1,100
NSW,Mar,2002,Saturday,1,80
Qld,Mar,2002,Sunday,1,100
Tas,Mar,2002,Saturday,1,100
Vic,Mar,2002,Sunday,1,100
NSW,Mar,2002,Sunday,1,100
NSW,Mar,2002,Sunday,1,80
WA,Mar,2002,Sunday,1,80
Vic,Mar,2002,Sunday,2,100
Vic,Mar,2002,Sunday,1,100
NSW,Mar,2002,Saturday,1,100
Vic,Mar,2002,Saturday,2,100
NSW,Mar,2002,Saturday,1,90
NT,Mar,2002,Saturday,1,-9
Qld,Mar,2002,Sunday,1,100
NSW,Mar,2002,Saturday,1,100
Qld,Mar,2002,Saturday,1,100
NSW,Mar,2002,Saturday,2,100
NSW,Mar,2002,Saturday,2,70
Tas,Mar,2002,Sunday,1,100
NSW,Mar,2002,Saturday,1,60
NSW,Mar,2002,Saturday,1,50
NSW,Mar,2002,Sunday,1,60
Qld,Mar,2002,Saturday,2,80
Vic,Mar,2002,Sunday,1,80
Vic,Mar,2002,Tuesday,1,100
Vic,Mar,2002,Friday,1,100
NSW,Mar,2002,Wednesday,1,100
Qld,Mar,2002,Monday,1,60
Vic,Mar,2002,Monday,1,70
NSW,Mar,2002,Monday,1,80
NSW,Mar,2002,Monday,1,80
Vic,Mar,2002,Thursday,1,50
Qld,Mar,2002,Wednesday,1,60
Qld,Mar,2002,Friday,1,70
Qld,Mar,2002,Wednesday,1,100
SA,Mar,2002,Friday,1,110
Vic,Mar,2002,Friday,1,100
Qld,Mar,2002,Thursday,1,60
NSW,Mar,2002,Wednesday,1,100
Tas,Mar,2002,Friday,1,100
NSW,Mar,2002,Tuesday,1,50
SA,Mar,2002,Friday,1,100
NSW,Mar,2002,Friday,1,100
WA,Mar,2002,Friday,1,70
WA,Mar,2002,Friday,1,70
Tas,Mar,2002,Monday,1,70
WA,Mar,2002,Monday,2,80
Vic,Mar,2002,Wednesday,1,100
NSW,Mar,2002,Wednesday,1,100
NSW,Mar,2002,Monday,1,40
Qld,Mar,2002,Friday,1,80
WA,Mar,2002,Friday,1,110
SA,Mar,2002,Monday,1,100
SA,Mar,2002,Tuesday,1,90
Vic,Mar,2002,Thursday,1,70
Qld,Mar,2002,Wednesday,1,60
NSW,Mar,2002,Tuesday,1,100
NSW,Mar,2002,Friday,1,100
WA,Mar,2002,Thursday,1,110
Vic,Mar,2002,Tuesday,1,70
NSW,Mar,2002,Wednesday,1,100
Vic,Mar,2002,Monday,1,100
NSW,Mar,2002,Friday,1,100
NSW,Mar,2002,Monday,1,60
WA,Mar,2002,Wednesday,1,110
NSW,Mar,2002,Friday,1,110
Qld,Mar,2002,Friday,1,110
NSW,Mar,2002,Thursday,1,70
WA,Mar,2002,Wednesday,1,110
NSW,Mar,2002,Thursday,1,70
Qld,Mar,2002,Thursday,2,80
Vic,Mar,2002,Tuesday,1,100
Qld,Mar,2002,Friday,1,100
NSW,Mar,2002,Saturday,1,40
WA,Mar,2002,Friday,1,60
NSW,Mar,2002,Friday,1,60
Tas,Mar,2002,Thursday,1,60
Vic,Mar,2002,Tuesday,1,60
Tas,Mar,2002,Monday,1,100
Vic,Mar,2002,Monday,1,70
Qld,Mar,2002,Monday,1,50
NSW,Mar,2002,Tuesday,1,70
Vic,Mar,2002,Monday,1,60
NSW,Mar,2002,Wednesday,1,60
NSW,Mar,2002,Wednesday,1,60
NSW,Feb,2002,Sunday,1,60
SA,Feb,2002,Sunday,1,110
NSW,Feb,2002,Sunday,1,100
NSW,Feb,2002,Sunday,4,60
NSW,Feb,2002,Thursday,1,100
Qld,Feb,2002,Sunday,1,100
NSW,Feb,2002,Thursday,1,110
Qld,Feb,2002,Thursday,1,110
Vic,Feb,2002,Sunday,1,110
NT,Feb,2002,Friday,1,60
Qld,Feb,2002,Sunday,1,80
Vic,Feb,2002,Saturday,1,60
SA,Feb,2002,Friday,1,60
Vic,Feb,2002,Sunday,1,100
WA,Feb,2002,Sunday,1,110
Qld,Feb,2002,Sunday,1,100
Qld,Feb,2002,Sunday,3,60
Vic,Feb,2002,Friday,1,70
Vic,Feb,2002,Saturday,1,100
Vic,Feb,2002,Sunday,1,70
Qld,Feb,2002,Friday,2,100
NSW,Feb,2002,Saturday,2,100
SA,Feb,2002,Monday,1,80
NT,Feb,2002,Sunday,2,100
Vic,Feb,2002,Sunday,1,100
WA,Feb,2002,Monday,1,50
WA,Feb,2002,Monday,1,60
WA,Feb,2002,Thursday,1,60
NSW,Feb,2002,Wednesday,1,100
NSW,Feb,2002,Friday,1,60
NSW,Feb,2002,Thursday,1,80
NSW,Feb,2002,Tuesday,1,80
Tas,Feb,2002,Monday,1,80
NSW,Feb,2002,Friday,3,50
NT,Feb,2002,Monday,1,-9
SA,Feb,2002,Wednesday,1,100
SA,Feb,2002,Wednesday,1,80
NSW,Feb,2002,Friday,1,60
NSW,Feb,2002,Thursday,1,100
WA,Feb,2002,Thursday,1,80
WA,Feb,2002,Thursday,1,60
WA,Feb,2002,Monday,1,60
Qld,Feb,2002,Tuesday,1,100
Vic,Feb,2002,Thursday,1,100
NSW,Feb,2002,Monday,1,80
Vic,Feb,2002,Tuesday,1,100
NSW,Feb,2002,Thursday,1,110
NSW,Feb,2002,Thursday,1,60
Vic,Feb,2002,Wednesday,1,100
Vic,Feb,2002,Sunday,1,100
SA,Feb,2002,Saturday,1,100
WA,Feb,2002,Saturday,1,-9
Vic,Feb,2002,Saturday,1,100
Vic,Feb,2002,Sunday,1,100
Qld,Feb,2002,Sunday,1,100
WA,Feb,2002,Saturday,1,80
NSW,Feb,2002,Saturday,1,100
Vic,Feb,2002,Sunday,1,80
Qld,Feb,2002,Sunday,1,80
Tas,Feb,2002,Sunday,1,100
Qld,Feb,2002,Saturday,1,100
WA,Feb,2002,Sunday,1,80
Vic,Feb,2002,Thursday,1,60
Vic,Feb,2002,Wednesday,1,60
NSW,Feb,2002,Monday,1,60
NSW,Feb,2002,Tuesday,1,90
NSW,Feb,2002,Friday,1,60
Vic,Feb,2002,Thursday,1,60
SA,Feb,2002,Tuesday,1,100
SA,Feb,2002,Thursday,1,100
Qld,Feb,2002,Friday,1,100
WA,Feb,2002,Tuesday,1,110
WA,Feb,2002,Thursday,1,80
WA,Feb,2002,Thursday,1,80
NSW,Feb,2002,Tuesday,1,100
Tas,Feb,2002,Wednesday,1,100
NSW,Feb,2002,Friday,1,100
NSW,Feb,2002,Tuesday,1,60
NSW,Feb,2002,Thursday,2,110
NSW,Feb,2002,Tuesday,1,60
Tas,Feb,2002,Thursday,1,100
Vic,Feb,2002,Monday,1,100
Qld,Feb,2002,Tuesday,1,100
WA,Feb,2002,Tuesday,2,60
Qld,Feb,2002,Friday,1,100
Qld,Feb,2002,Thursday,1,60
WA,Feb,2002,Wednesday,1,100
Vic,Feb,2002,Monday,1,70
Vic,Feb,2002,Friday,1,100
WA,Feb,2002,Thursday,1,80
NSW,Feb,2002,Friday,1,80
NSW,Feb,2002,Friday,1,60
Vic,Feb,2002,Thursday,1,100
NSW,Feb,2002,Monday,1,60
Qld,Feb,2002,Friday,1,80
NSW,Feb,2002,Monday,1,100
NSW,Feb,2002,Friday,1,100
Vic,Feb,2002,Friday,1,100
NSW,Feb,2002,Saturday,1,60
SA,Feb,2002,Friday,1,80
Qld,Feb,2002,Sunday,1,60
Vic,Feb,2002,Sunday,1,80
Vic,Feb,2002,Sunday,1,80
NT,Feb,2002,Friday,1,-9
NSW,Feb,2002,Tuesday,1,60
WA,Feb,2002,Thursday,1,50
NSW,Feb,2002,Wednesday,1,60
Vic,Feb,2002,Monday,1,100
Qld,Feb,2002,Saturday,1,60
Vic,Feb,2002,Thursday,1,60
NSW,Feb,2002,Tuesday,1,60
Vic,Feb,2002,Thursday,1,50
Vic,Feb,2002,Monday,1,50
NSW,Feb,2002,Tuesday,1,50
NSW,Feb,2002,Friday,1,50
NSW,Feb,2002,Friday,1,50
Vic,Feb,2002,Monday,1,80
Vic,Feb,2002,Wednesday,1,50
WA,Feb,2002,Tuesday,1,90
WA,Feb,2002,Thursday,1,60
NSW,Feb,2002,Monday,1,60
Vic,Feb,2002,Monday,1,110
Qld,Jan,2002,Sunday,1,100
Vic,Jan,2002,Saturday,1,80
NSW,Jan,2002,Saturday,1,60
NSW,Jan,2002,Saturday,1,50
Qld,Jan,2002,Sunday,1,60
Vic,Jan,2002,Tuesday,2,100
NSW,Jan,2002,Saturday,1,100
SA,Jan,2002,Saturday,2,110
Vic,Jan,2002,Sunday,1,100
Qld,Jan,2002,Friday,1,60
NSW,Jan,2002,Sunday,2,50
Vic,Jan,2002,Friday,1,100
SA,Jan,2002,Saturday,1,110
Qld,Jan,2002,Friday,1,100
SA,Jan,2002,Friday,1,80
Vic,Jan,2002,Friday,1,100
NSW,Jan,2002,Sunday,1,60
Vic,Jan,2002,Sunday,1,70
NSW,Jan,2002,Saturday,1,60
WA,Jan,2002,Friday,1,110
NSW,Jan,2002,Sunday,1,50
NSW,Jan,2002,Saturday,1,50
Vic,Jan,2002,Saturday,1,100
NSW,Jan,2002,Tuesday,1,100
WA,Jan,2002,Monday,1,110
SA,Jan,2002,Thursday,1,60
NSW,Jan,2002,Wednesday,1,60
Vic,Jan,2002,Friday,1,100
NSW,Jan,2002,Wednesday,1,80
NSW,Jan,2002,Thursday,1,100
SA,Jan,2002,Monday,1,80
Qld,Jan,2002,Wednesday,1,80
Vic,Jan,2002,Wednesday,1,60
Vic,Jan,2002,Monday,1,50
NSW,Jan,2002,Wednesday,1,50
NSW,Jan,2002,Wednesday,1,110
NSW,Jan,2002,Thursday,1,80
Tas,Jan,2002,Thursday,1,60
WA,Jan,2002,Monday,1,50
NSW,Jan,2002,Wednesday,1,100
Vic,Jan,2002,Wednesday,1,100
NSW,Jan,2002,Wednesday,1,100
NSW,Jan,2002,Wednesday,1,100
NSW,Jan,2002,Sunday,1,110
NSW,Jan,2002,Sunday,1,60
SA,Jan,2002,Sunday,1,100
NSW,Jan,2002,Saturday,1,110
Vic,Jan,2002,Saturday,1,100
Vic,Jan,2002,Saturday,1,60
Vic,Jan,2002,Sunday,1,100
NT,Jan,2002,Saturday,1,-9
Vic,Jan,2002,Sunday,1,100
Qld,Jan,2002,Sunday,1,100
SA,Jan,2002,Saturday,1,60
NSW,Jan,2002,Sunday,1,100
Qld,Jan,2002,Saturday,1,80
Qld,Jan,2002,Monday,1,60
Qld,Jan,2002,Thursday,1,80
Vic,Jan,2002,Monday,1,50
NSW,Jan,2002,Friday,1,100
Qld,Jan,2002,Wednesday,1,100
NSW,Jan,2002,Monday,1,80
Qld,Jan,2002,Monday,1,100
Qld,Jan,2002,Monday,1,70
Vic,Jan,2002,Monday,1,100
NSW,Jan,2002,Thursday,1,100
NSW,Jan,2002,Monday,1,60
NSW,Jan,2002,Thursday,1,100
Qld,Jan,2002,Tuesday,1,60
Qld,Jan,2002,Wednesday,1,100
SA,Jan,2002,Tuesday,1,60
WA,Jan,2002,Thursday,1,110
Vic,Jan,2002,Tuesday,1,100
Vic,Jan,2002,Monday,1,60
WA,Jan,2002,Friday,1,110
Vic,Jan,2002,Wednesday,1,60
Vic,Jan,2002,Wednesday,1,80
Vic,Jan,2002,Wednesday,1,100
Tas,Jan,2002,Wednesday,1,70
Qld,Jan,2002,Wednesday,1,100
NSW,Jan,2002,Monday,1,100
Qld,Jan,2002,Friday,1,100
NSW,Jan,2002,Tuesday,1,100
SA,Jan,2002,Friday,1,100
Qld,Jan,2002,Thursday,3,100
NSW,Jan,2002,Monday,1,90
Qld,Jan,2002,Thursday,1,80
SA,Jan,2002,Friday,1,100
Qld,Jan,2002,Tuesday,1,100
NSW,Jan,2002,Monday,1,60
SA,Jan,2002,Monday,1,110
Vic,Jan,2002,Thursday,1,60
Vic,Jan,2002,Thursday,1,60
NSW,Jan,2002,Wednesday,1,70
NSW,Jan,2002,Thursday,3,110
SA,Jan,2002,Thursday,1,110
SA,Jan,2002,Saturday,1,30
Vic,Jan,2002,Sunday,1,60
SA,Jan,2002,Sunday,1,60
WA,Jan,2002,Thursday,1,-9
Tas,Jan,2002,Thursday,1,110
Vic,Jan,2002,Wednesday,1,80
Vic,Jan,2002,Wednesday,1,100
Vic,Jan,2002,Tuesday,1,100
Vic,Jan,2002,Thursday,1,70
NSW,Jan,2002,Wednesday,1,50
Qld,Jan,2002,Thursday,1,60
Vic,Jan,2002,Wednesday,1,50
NSW,Jan,2002,Sunday,1,60
NSW,Jan,2002,Sunday,1,60
Qld,Jan,2002,Saturday,1,100
Vic,Jan,2002,Thursday,1,70
WA,Jan,2002,Wednesday,1,60
Vic,Dec,2001,Sunday,1,100
Vic,Dec,2001,Saturday,1,-9
NSW,Dec,2001,Friday,1,100
Qld,Dec,2001,Thursday,1,100
Vic,Dec,2001,Sunday,1,60
NSW,Dec,2001,Sunday,1,100
Vic,Dec,2001,Sunday,1,-9
NSW,Dec,2001,Monday,1,80
NSW,Dec,2001,Sunday,1,60
Qld,Dec,2001,Sunday,2,100
NSW,Dec,2001,Monday,1,60
WA,Dec,2001,Saturday,1,60
NSW,Dec,2001,Monday,1,80
NSW,Dec,2001,Saturday,1,80
WA,Dec,2001,Sunday,1,110
NSW,Dec,2001,Saturday,1,100
Vic,Dec,2001,Sunday,1,-9
Qld,Dec,2001,Monday,2,100
NSW,Dec,2001,Thursday,1,60
NSW,Dec,2001,Tuesday,1,60
NSW,Dec,2001,Friday,1,50
WA,Dec,2001,Sunday,1,110
SA,Dec,2001,Sunday,1,100
Vic,Dec,2001,Saturday,1,-9
SA,Dec,2001,Friday,1,60
NSW,Dec,2001,Sunday,1,60
NSW,Dec,2001,Sunday,1,60
NT,Dec,2001,Saturday,2,-9
WA,Dec,2001,Friday,1,110
Vic,Dec,2001,Sunday,1,100
Vic,Dec,2001,Saturday,1,80
NSW,Dec,2001,Sunday,1,60
Qld,Dec,2001,Saturday,1,70
Vic,Dec,2001,Monday,1,110
NSW,Dec,2001,Friday,1,60
SA,Dec,2001,Saturday,1,90
SA,Dec,2001,Sunday,1,100
Vic,Dec,2001,Saturday,1,-9
WA,Dec,2001,Monday,1,40
NSW,Dec,2001,Saturday,1,60
NSW,Dec,2001,Saturday,1,100
Vic,Dec,2001,Sunday,1,100
SA,Dec,2001,Sunday,1,60
NSW,Dec,2001,Sunday,1,60
NT,Dec,2001,Sunday,2,-9
Vic,Dec,2001,Sunday,1,100
WA,Dec,2001,Thursday,1,110
Qld,Dec,2001,Tuesday,2,100
Qld,Dec,2001,Thursday,1,60
NSW,Dec,2001,Wednesday,1,100
Vic,Dec,2001,Wednesday,1,80
Qld,Dec,2001,Tuesday,1,50
NSW,Dec,2001,Wednesday,1,100
WA,Dec,2001,Wednesday,1,80
NSW,Dec,2001,Friday,1,110
Qld,Dec,2001,Monday,1,60
Vic,Dec,2001,Friday,1,100
NSW,Dec,2001,Thursday,1,110
NSW,Dec,2001,Wednesday,1,100
NSW,Dec,2001,Thursday,1,100
Vic,Dec,2001,Wednesday,1,-9
ACT,Dec,2001,Wednesday,2,-9
Qld,Dec,2001,Tuesday,1,100
NSW,Dec,2001,Saturday,1,60
NSW,Dec,2001,Sunday,1,100
NSW,Dec,2001,Sunday,1,110
NT,Dec,2001,Saturday,1,-9
Vic,Dec,2001,Sunday,1,-9
Vic,Dec,2001,Saturday,1,100
NSW,Dec,2001,Saturday,1,80
WA,Dec,2001,Sunday,1,110
Vic,Dec,2001,Sunday,1,100
Vic,Dec,2001,Saturday,1,100
Qld,Dec,2001,Sunday,1,60
NSW,Dec,2001,Saturday,1,100
Vic,Dec,2001,Sunday,1,60
NSW,Dec,2001,Sunday,1,80
NSW,Dec,2001,Saturday,1,70
Qld,Dec,2001,Saturday,1,60
NSW,Dec,2001,Saturday,1,100
Qld,Dec,2001,Friday,1,80
Qld,Dec,2001,Thursday,1,80
NSW,Dec,2001,Monday,1,50
Vic,Dec,2001,Wednesday,3,100
NSW,Dec,2001,Wednesday,1,60
NSW,Dec,2001,Thursday,1,100
Qld,Dec,2001,Wednesday,1,70
Vic,Dec,2001,Wednesday,1,100
Vic,Dec,2001,Monday,2,110
Vic,Dec,2001,Monday,1,60
Qld,Dec,2001,Friday,1,100
SA,Dec,2001,Thursday,1,60
NSW,Dec,2001,Tuesday,2,70
Vic,Dec,2001,Monday,2,60
NSW,Dec,2001,Monday,2,80
SA,Dec,2001,Thursday,1,60
NSW,Dec,2001,Tuesday,1,100
NSW,Dec,2001,Wednesday,1,80
Qld,Dec,2001,Friday,1,60
